Time (s), X (m/s2), Y (m/s2), Z (m/s2)
11.8917322,-3.801063,-9.086091,-0.226712
11.9115849,-3.762057,-9.133162,-0.313976
11.9314365,-3.708456,-9.17032,-0.134401
11.9512901,-3.917996,-9.449532,-1.141507
11.9711428,-4.158135,-11.638454,-2.871941
11.9909945,-2.913552,-13.221424,-2.639971
12.010848,-1.419043,-11.858031,-2.699826
12.0306988,-1.838239,-9.912713,-1.98193
12.0505524,-2.894877,-9.091885,-1.406881
12.070406,-3.804521,-9.056968,-1.735308
12.0902596,-3.76696,-8.818018,-2.035158
12.1101103,-3.270384,-8.500795,-2.355588
12.1299639,-2.245388,-8.263539,-2.754606
12.1498175,-1.416687,-8.149738,-3.012289
12.1696682,-0.651797,-8.474832,-3.258317
12.1895218,-0.266944,-8.701688,-3.22477
12.2093744,-0.390255,-8.781328,-3.094132
12.229228,-1.236969,-9.044777,-3.130514
12.2490797,-1.786889,-9.157352,-2.988452
12.2689323,-1.904338,-9.116056,-3.135399
12.2887859,-1.5705,-9.238372,-3.026376
12.3086376,-1.314244,-9.396992,-2.771317
12.3284903,-1.161667,-9.312449,-2.520223
12.3483429,-1.596358,-9.404778,-2.405694
12.3681955,-2.262099,-9.494398,-2.316907
12.3880482,-2.920696,-9.346178,-2.217002
12.4079008,-3.303481,-9.058605,-2.039937
12.4277544,-3.380661,-9.087441,-1.826086
12.4476051,-3.163593,-9.280366,-1.74522
12.4674587,-2.848228,-9.390873,-1.834619
12.4873123,-2.506021,-9.390289,-1.948775
12.507163,-2.305702,-9.440854,-2.02018
12.5270166,-2.285438,-9.463494,-2.077679
12.5468702,-2.034966,-9.155313,-2.102492
12.5667229,-2.082448,-9.491784,-1.954933
12.5865746,-1.947664,-9.368223,-2.003679
12.6064281,-1.96065,-9.326853,-1.888163
12.6262808,-2.034583,-9.257545,-1.712831
12.6461325,-2.098508,-9.217351,-1.460185
12.6659861,-2.168409,-9.21783,-1.265594
12.6858368,-2.252906,-9.147565,-1.153957
12.7056904,-2.336999,-8.977797,-1.308891
12.725544,-2.267443,-8.968028,-1.380545
12.7453966,-2.147637,-8.886855,-1.567857
12.7652483,-2.005412,-8.681241,-1.650869
12.7851019,-1.909041,-8.852542,-1.567876
12.8049526,-1.894666,-9.142355,-1.350627
12.8248062,-2.181271,-9.479736,-1.150577
12.8446569,-2.512743,-9.663017,-1.134612
12.8645105,-2.840375,-9.958002,-1.144696
12.8843641,-2.896074,-10.093705,-1.067
12.9042168,-2.695852,-10.182971,-1.057433
12.9240685,-2.596713,-10.395834,-1.440419
12.943923,-2.868857,-11.193343,-2.026194
12.9637747,-3.295351,-11.378798,-1.940318
12.9836273,-3.11207,-10.980766,-1.928079
13.00348,-3.141135,-11.121853,-2.078387
13.0233316,-3.139498,-10.644199,-1.794694
13.0431852,-2.758389,-9.934271,-1.489232
13.0630388,-2.479684,-9.265446,-1.507734
13.0828896,-2.326541,-8.818285,-1.38247
13.1027431,-2.331981,-8.542109,-1.611154
13.1225948,-2.394891,-8.198139,-2.015085
13.1424475,-2.334692,-7.965739,-2.326714
13.1623011,-2.398243,-7.914819,-2.578326
13.1821527,-2.613386,-7.975986,-2.918225
13.2020054,-2.923071,-8.054286,-3.340227
13.221859,-3.150587,-8.108156,-3.606549
13.2417126,-3.441426,-8.291618,-3.462293
13.2615633,-3.512648,-8.546955,-3.178619
13.2814169,-3.501951,-8.922386,-2.947071
13.3012705,-3.4316,-9.001174,-2.748132
13.3211212,-3.580184,-9.015003,-2.56509
13.3409748,-3.835186,-9.067513,-2.454871
13.3608284,-3.797089,-8.921121,-2.552602
13.380681,-3.825053,-9.037852,-2.483285
13.4005327,-3.619583,-8.866409,-2.445639
13.4203863,-3.32862,-8.620897,-2.45376
13.440237,-2.992455,-8.487503,-2.386952
13.4600906,-2.780636,-8.636546,-2.338197
13.4799442,-2.644472,-8.617335,-2.225353
13.4997959,-2.762487,-8.646008,-2.143653
13.5196486,-3.062797,-8.828982,-2.160671
13.5395002,-3.225756,-8.782516,-2.150481
13.5593538,-3.300369,-8.846048,-2.065573
13.5792074,-3.381178,-8.832152,-1.969566
13.5990582,-3.512591,-8.899592,-1.99709
13.6189117,-3.686755,-8.989902,-1.979708
13.6387653,-3.66626,-8.79057,-1.800871
13.6586161,-3.663243,-8.490309,-1.623432
13.6784697,-3.750977,-8.418329,-1.475508
13.6983213,-3.856724,-8.508591,-1.369225
13.718174,-3.793728,-8.537158,-1.405042
13.7380276,-3.812096,-8.629718,-1.450743
13.7578793,-3.855527,-8.708459,-1.35101
13.7777319,-4.016705,-8.777267,-1.232133
13.7975855,-4.239011,-8.765067,-1.170563
13.8174372,-4.558742,-8.808354,-1.095491
13.8372898,-4.675838,-9.015942,-1.0765
13.8571434,-4.651876,-9.306999,-1.831919
13.876997,-4.764796,-11.485914,-3.137879
13.8968477,-3.494529,-12.187665,-2.350876
13.9167013,-2.746561,-10.244761,-1.996774
13.9365549,-3.299775,-9.407603,-0.89093
13.9564056,-4.084968,-8.992133,-0.986823
13.9762592,-4.0892,-9.985276,-2.762267
13.9961128,-3.523796,-9.916764,-3.024863
14.0159636,-2.57008,-9.483184,-3.74548
14.0358171,-2.103134,-8.951144,-3.873952
14.0556707,-1.864442,-8.393554,-3.998336
14.0755215,-1.370623,-7.901047,-4.037524
14.0953751,-0.687117,-7.591698,-3.965976
14.1152277,-0.746866,-7.639812,-3.662899
14.1350803,-0.744932,-8.686882,-3.160509
14.154933,-1.088701,-9.284542,-2.953181
14.1747847,-1.305424,-9.324669,-2.839083
14.1946383,-1.375287,-9.232368,-2.971281
14.2144909,-1.41255,-9.232387,-2.933893
14.2343426,-1.483687,-9.383575,-2.827169
14.2541962,-1.692365,-9.337387,-2.707287
14.2740498,-1.991085,-9.328605,-2.495429
14.2939005,-2.346212,-9.399368,-2.411794
14.3137541,-2.464859,-9.300611,-2.344613
14.3336058,-2.486465,-9.127405,-2.169022
14.3534584,-2.422281,-9.083285,-2.160422
14.373312,-2.431379,-9.219659,-2.226971
14.3931637,-2.456872,-9.344388,-2.216044
14.4130163,-2.32069,-9.33438,-2.109416
14.4328699,-2.288493,-9.318539,-2.029823
14.4527235,-2.364916,-9.407996,-1.851417
14.4725742,-2.385439,-9.395144,-1.868617
14.4924278,-2.392037,-9.43008,-1.86108
14.5122814,-2.325622,-9.474363,-1.759844
14.5321321,-2.367272,-9.380673,-1.655734
14.5519857,-2.45738,-9.29161,-1.532299
14.5718393,-2.906771,-9.336142,-1.43767
14.5916901,-3.105021,-9.176563,-1.265767
14.6115437,-3.144037,-9.131887,-1.159004
14.6313972,-2.952941,-9.192269,-1.091641
14.6512489,-2.750315,-9.337406,-1.139094
14.6711016,-2.532826,-9.443402,-1.154139
14.6909542,-2.258269,-9.578424,-1.164549
14.7108068,-2.197858,-9.556944,-1.122775
14.7306595,-2.167088,-9.559291,-1.113773
14.7505121,-2.368948,-9.655433,-1.054904
14.7703648,-2.534531,-9.568771,-0.992751
14.7902184,-2.641935,-9.528138,-0.795814
14.8100958,-2.606385,-9.518847,-0.688678
14.8299227,-2.584483,-9.762415,-1.097885
14.8497763,-3.389826,-11.060427,-1.7348
14.869628,-4.243062,-10.863001,-1.743803
14.8894806,-3.712823,-9.666225,-1.488992
14.9093342,-2.72486,-9.540051,-1.961043
14.9291849,-2.280506,-10.08092,-1.933021
14.9490385,-2.1874,-10.171402,-2.24193
14.9688921,-2.11091,-9.725027,-2.268784
14.9887457,-2.325651,-9.229705,-2.191509
15.0085964,-2.654107,-8.799208,-2.31436
15.02845,-2.801743,-8.51018,-2.4094
15.0483036,-2.808351,-8.28323,-2.581811
15.0681543,-2.681947,-8.049737,-2.809203
15.0880079,-2.606041,-7.876818,-2.987073
15.1078596,-2.719651,-7.909494,-3.012653
15.1277122,-3.195982,-8.235211,-3.114521
15.1475658,-3.797022,-8.734699,-3.026204
15.1674175,-4.156382,-8.975354,-2.895854
15.1872702,-4.159236,-8.735723,-2.828404
15.2071228,-4.013831,-8.521213,-2.658072
15.2269754,-4.068783,-8.51427,-2.523307
15.2468281,-3.871051,-8.417898,-2.463969
15.2666807,-3.602593,-8.557777,-2.340246
15.2865324,-3.44654,-8.808421,-2.465108
15.306386,-3.400906,-8.973257,-2.750085
15.3262386,-3.110451,-8.997592,-2.917421
15.3460913,-2.831191,-8.852848,-2.926864
15.365943,-2.753715,-8.731683,-2.888767
15.3857965,-2.903467,-8.735331,-2.721958
15.4056492,-3.23427,-8.879902,-2.607583
15.4255009,-3.577368,-8.985487,-2.424052
15.4453545,-3.751139,-8.983667,-2.250042
15.4652071,-3.907471,-8.87248,-2.112079
15.4850588,-4.086807,-8.694812,-1.9095
15.5049124,-4.364381,-8.635733,-1.76038
15.524765,-4.519889,-8.574699,-1.700707
15.5446186,-4.757193,-8.576156,-1.717342
15.5644703,-4.476927,-8.449703,-1.529502
15.5843229,-4.243225,-8.39366,-1.492057
15.6041765,-4.022431,-8.422341,-1.457571
15.6240273,-3.838231,-8.475349,-1.360941
15.6438808,-3.717075,-8.439829,-1.429559
15.6637344,-3.664958,-8.37149,-1.622838
15.6835871,-3.788968,-8.436267,-1.623824
15.7034388,-3.918504,-8.526232,-1.547353
15.7232924,-4.073054,-8.54934,-1.541579
15.743145,-4.047398,-8.553506,-1.441472
15.7629967,-4.210778,-8.695118,-1.427576
15.7828493,-4.293311,-8.977366,-1.341902
15.802702,-4.366574,-9.007964,-1.08147
15.8225546,-4.544137,-8.771398,-1.194994
15.8424072,-4.90842,-9.320312,-2.376523
15.8622599,-5.236225,-11.321384,-3.757278
15.8821115,-4.436312,-12.185098,-2.887656
15.9019651,-3.2605,-11.235366,-2.918417
15.9218178,-3.000557,-9.440193,-1.906436
15.9416695,-3.38521,-8.555412,-0.681715
15.9615231,-3.602881,-9.407852,-2.156094
15.9813757,-3.003009,-9.396896,-2.387115
16.0012302,-2.473555,-8.973057,-2.782321
16.02108,-2.118418,-8.577985,-3.081443
16.0409336,-2.006025,-8.322647,-3.149812
16.0607872,-1.871729,-8.515351,-3.376179
16.0806389,-1.64406,-8.663064,-3.265854
16.1004925,-1.605149,-8.573004,-3.386704
16.1203461,-1.563596,-8.414087,-3.587989
16.1401978,-1.337823,-8.728637,-3.320959
16.1600494,-1.340475,-9.16192,-3.20325
16.179903,-1.062575,-9.307909,-3.141585
16.1997547,-1.055,-9.560919,-3.232076
16.2196083,-1.173063,-9.504971,-2.952434
16.23946,-1.329376,-9.467449,-2.961714
16.2593136,-1.588831,-9.408982,-2.936584
16.2791653,-1.949273,-9.261892,-2.817717
16.299017,-2.307733,-9.249845,-2.633584
16.3188705,-2.49495,-9.075806,-2.71332
16.3387241,-2.681975,-9.07367,-2.763732
16.3585758,-2.627789,-9.063586,-2.682885
16.3784275,-2.521324,-9.060004,-2.538591
16.398283,-2.266639,-9.102716,-2.349172
16.4181328,-2.031499,-9.223441,-2.246863
16.4379864,-1.92851,-9.349808,-2.105097
16.45784,-1.850708,-9.357928,-1.9568
16.4776917,-1.976912,-9.37647,-1.850613
16.4975452,-2.109167,-9.36766,-1.72621
16.5173969,-2.309217,-9.355823,-1.559181
16.5372486,-2.506155,-9.334571,-1.415289
16.5571022,-2.758906,-9.361405,-1.37385
16.5769558,-2.889447,-9.284809,-1.397725
16.5968075,-2.969423,-9.214019,-1.320996
16.6166611,-2.81131,-9.124733,-1.227258
16.6365147,-2.67462,-9.104201,-1.2408
16.6563644,-2.532338,-9.317763,-1.289843
16.676218,-2.515837,-9.453113,-1.325832
16.6960716,-2.55264,-9.445433,-1.419877
16.7159252,-2.569419,-9.349837,-1.432853
16.7357769,-2.465673,-9.268865,-1.390026
16.7556305,-2.174883,-9.418348,-1.314991
16.7754803,-2.087907,-9.756841,-1.324108
16.7953358,-2.138175,-10.016718,-1.228695
16.8151875,-2.329491,-10.045466,-1.139889
16.8350391,-2.479014,-9.967081,-1.030158
16.8548927,-2.66919,-9.964802,-0.90609
16.8747444,-2.861435,-9.797935,-0.661547
16.894598,-3.006878,-9.676702,-0.511593
16.9144497,-3.281627,-9.568235,-0.235254
16.9343014,-3.136787,-9.844584,-0.681457
16.954155,-3.965564,-10.469738,-1.605973
16.9740086,-4.721241,-10.250478,-1.797614
16.9938602,-4.39901,-9.499732,-1.546702
17.0137138,-3.304927,-9.101979,-1.27067
17.0335674,-2.015535,-9.108443,-1.141651
17.0534172,-1.35009,-9.703412,-1.441597
17.0732708,-1.439566,-9.980201,-1.906579
17.0931225,-1.855822,-9.45837,-2.19986
17.1129761,-2.336118,-8.823677,-2.40871
17.1328297,-2.783528,-8.596534,-2.610772
17.1526833,-3.086787,-8.563896,-2.792616
17.172533,-2.972133,-8.418808,-2.89843
17.1923866,-2.714632,-8.187586,-2.838604
17.2122402,-2.660494,-8.134817,-2.865055
17.2320919,-2.922688,-8.247949,-2.851121
17.2519436,-3.353846,-8.509539,-2.670636
17.2717972,-3.98694,-8.846968,-2.540305
17.2916508,-4.264447,-8.943214,-2.341941
17.3115025,-4.314399,-8.907063,-2.328342
17.331356,-4.085437,-8.815125,-2.243147
17.3512077,-3.897712,-8.777727,-2.293617
17.3710613,-3.763685,-8.824817,-2.21547
17.390913,-3.502966,-8.873945,-2.275248
17.4107666,-3.277289,-9.086186,-2.378065
17.4306202,-3.166878,-9.212764,-2.515952
17.4504719,-3.010718,-8.970183,-2.677618
17.4703236,-2.982792,-8.89468,-2.522885
17.4901772,-3.039784,-8.858603,-2.334193
17.5100288,-3.120832,-8.947716,-2.146363
17.5298824,-3.254007,-9.066324,-1.930416
17.549736,-3.328707,-9.133563,-1.855918
17.5695858,-3.334587,-9.05059,-1.905344
17.5894394,-3.494673,-8.872892,-1.837559
17.609293,-3.703581,-8.878448,-1.551883
17.6291466,-3.768694,-8.863095,-1.325928
17.6489983,-3.746887,-8.842007,-1.206266
17.6688519,-3.682742,-8.782756,-1.017248
17.6887054,-3.559096,-8.612615,-0.846149
17.7085571,-3.562543,-8.510295,-0.694922
17.7284088,-3.642701,-8.487962,-0.705983
17.7482605,-3.750105,-8.518781,-0.869373
17.7681141,-3.749071,-8.587494,-1.130073
17.7879677,-3.645938,-8.730849,-1.445035
17.8078194,-3.726163,-8.767423,-1.565463
17.8276711,-3.910191,-8.750894,-1.668644
17.8475246,-4.136137,-8.747359,-1.644156
17.8673782,-4.290477,-8.739009,-1.488016
17.8872299,-4.374015,-8.770411,-1.178704
17.9070835,-4.498226,-8.790226,-0.980004
17.9269352,-4.522484,-8.786576,-0.706433
17.9467869,-4.505639,-8.740962,-0.331377
17.9666405,-4.72037,-8.669376,-0.387028
17.9864922,-4.923254,-8.938417,-1.121186
18.0063457,-4.937399,-10.855282,-3.156276
18.0261993,-3.524753,-12.680065,-4.097504
18.046051,-1.939246,-12.308475,-4.098912
18.0659046,-2.154638,-10.377763,-2.355272
18.0857563,-3.686621,-9.382417,-1.367578
18.1056099,-4.51239,-9.488356,-1.866386
18.1254616,-4.299862,-9.072952,-2.060507
18.1453152,-3.692826,-8.555345,-2.403932
18.1651669,-3.052464,-8.133975,-2.668711
18.1850185,-2.427184,-7.843184,-2.516134
18.2048721,-1.947482,-8.017635,-2.875407
18.2247257,-1.817276,-8.269179,-2.992398
18.2445774,-2.113362,-8.250103,-2.948364
18.264431,-2.455263,-8.174226,-2.790854
18.2842827,-2.49404,-8.326468,-2.676085
18.3041344,-2.186778,-8.843732,-2.773185
18.323988,-1.849502,-9.455708,-2.723309
18.3438396,-1.630279,-9.630589,-2.719976
18.3636932,-1.671766,-9.508084,-2.671374
18.3835449,-1.832982,-9.257028,-2.654097
18.4033966,-2.073283,-9.082729,-2.558961
18.4232502,-2.277767,-8.949841,-2.410942
18.4431038,-2.61488,-8.906363,-2.368498
18.4629555,-2.852117,-8.754005,-2.283302
18.4828091,-2.917957,-8.904457,-2.290179
18.5026608,-2.945634,-9.037067,-2.337507
18.5225143,-2.724266,-9.217695,-2.32183
18.542366,-2.483525,-9.210552,-2.377002
18.5622196,-2.180074,-9.150744,-2.108679
18.5820732,-2.023302,-9.224266,-2.078129
18.6019249,-1.9559,-9.218768,-1.944791
18.6217766,-2.047626,-9.220626,-1.858935
18.6416302,-2.065124,-9.153263,-1.759729
18.6614819,-2.128081,-9.139156,-1.653091
18.6813354,-2.067221,-9.113978,-1.529043
18.701189,-1.981001,-9.144912,-1.490142
18.7210407,-1.963772,-9.259968,-1.445169
18.7408924,-2.054733,-9.301914,-1.423353
18.760746,-2.119759,-9.332646,-1.405636
18.7805977,-2.075696,-9.23933,-1.539079
18.8004513,-1.926174,-9.306473,-1.687529
18.8203049,-1.92218,-9.635387,-1.683545
18.8401585,-1.80405,-9.867568,-1.708799
18.8600082,-1.752268,-10.02344,-1.634024
18.8798618,-1.814843,-10.073565,-1.558587
18.8997154,-2.088002,-10.010167,-1.369503
18.9195671,-2.142753,-9.797026,-1.214119
18.9394207,-2.270029,-9.732104,-0.88346
18.9592705,-2.282766,-9.849315,-1.090693
18.979126,-3.158565,-11.155917,-2.2829
18.9989777,-4.374848,-11.918087,-2.418555
19.0188313,-4.259007,-10.870595,-1.98395
19.0386829,-3.273132,-10.007465,-1.736649
19.0585365,-1.951313,-9.59596,-1.409055
19.0783901,-1.376187,-9.99788,-1.606528
19.0982399,-1.892128,-10.058185,-2.306526
19.1180935,-2.353893,-9.205648,-2.736563
19.1379471,-2.736592,-8.426537,-2.6495
19.1577988,-3.122393,-7.814933,-2.894839
19.1776524,-3.326245,-7.619949,-3.065
19.197504,-3.28473,-7.493066,-3.10822
19.2173557,-3.212971,-7.623062,-3.000193
19.2372093,-3.282699,-7.907761,-2.865898
19.2570629,-3.538515,-8.438949,-2.647259
19.2769146,-3.885416,-8.766839,-2.477434
19.2967682,-4.175249,-8.900732,-2.447161
19.3166199,-4.018418,-8.723954,-2.482576
19.3364716,-3.832868,-8.689199,-2.539214
19.3563251,-3.650707,-8.710862,-2.630012
19.3761768,-3.466335,-8.698374,-2.696091
19.3960304,-3.181741,-8.730227,-2.682358
19.415884,-2.973867,-8.618464,-2.664986
19.4357338,-2.734255,-8.550268,-2.597153
19.4555874,-2.387431,-8.640827,-2.579417
19.4754391,-2.656051,-8.613379,-2.427883
19.4952927,-2.893977,-8.72134,-2.368191
19.5151482,-3.146517,-8.77902,-2.24239
19.5349998,-3.267473,-8.776942,-2.208776
19.5548515,-3.485919,-8.891212,-2.122728
19.5747032,-3.544864,-8.949938,-1.859404
19.5945568,-3.697117,-9.097641,-1.735394
19.6144104,-3.796888,-9.264325,-1.778528
19.6342621,-3.789294,-9.162017,-1.743831
19.6541157,-3.776901,-9.03791,-1.691867
19.6739655,-3.729515,-9.039088,-1.609248
19.693819,-3.725838,-9.004267,-1.390753
19.7136726,-3.671537,-9.04312,-1.237113
19.7335262,-3.613463,-9.266921,-1.332594
19.7533779,-3.41982,-9.260637,-1.2804
19.7732296,-3.326705,-9.090985,-1.287803
19.7930832,-3.306469,-8.955157,-1.26433
19.8129349,-3.357696,-8.991559,-1.310663
19.8327885,-3.447641,-9.014457,-1.280132
19.8526421,-3.571326,-9.051577,-1.267634
19.8724937,-3.741112,-9.115213,-1.193318
19.8923454,-3.95976,-9.170798,-1.161849
19.912199,-4.13448,-9.12798,-1.082735
19.9320507,-4.263029,-9.040113,-1.052194
19.9519043,-4.313557,-9.04155,-1.072851
19.9717579,-4.385373,-9.19135,-1.360472
19.9916115,-4.517754,-9.881445,-2.323381
20.0114613,-4.222098,-11.318838,-3.035656
20.0313148,-3.294125,-11.473953,-2.438676
20.0511684,-2.951984,-10.415371,-1.773558
20.0710201,-3.330641,-9.322792,-1.757737
20.0908737,-3.932007,-8.606216,-0.790268
20.1107273,-4.049428,-8.953864,-1.965544
20.130579,-3.359276,-8.93835,-2.106064
20.1504307,-2.766778,-8.565793,-2.142753
20.1702824,-2.410932,-8.5566,-2.52073
20.190136,-2.251709,-8.515582,-2.647786
20.2099895,-2.140435,-8.493594,-2.807192
20.2298431,-2.027132,-8.238486,-2.680855
20.2496948,-2.008209,-8.064792,-2.93645
20.2695465,-2.119261,-8.063853,-3.251565
20.2894001,-2.192351,-8.348849,-3.411556
20.3092537,-2.108976,-8.708429,-3.391138
20.3291054,-2.035407,-8.883839,-3.417493
20.348959,-1.915792,-8.92501,-3.438782
20.3688087,-1.739522,-9.145352,-3.253452
20.3886623,-1.801091,-9.263751,-3.086011
20.4085159,-1.882226,-9.205236,-3.038548
20.4283676,-2.019547,-9.19181,-2.970745
20.4482212,-2.306516,-9.243361,-2.998757
20.468071,-2.568614,-9.130345,-2.989984
20.4879246,-2.746906,-9.016975,-2.953602
20.5077782,-2.816529,-8.907082,-2.972507
20.5276299,-2.784351,-8.912482,-2.892435
20.5474834,-2.597498,-8.911228,-2.80362
20.567337,-2.458405,-8.944134,-2.740786
20.5871868,-2.257052,-8.93857,-2.686515
20.6070404,-2.188195,-8.960846,-2.7063
20.6268921,-2.162232,-9.060559,-2.733039
20.6467476,-2.191662,-9.1848,-2.679274
20.6665993,-2.270469,-9.290374,-2.574859
20.6864529,-2.328505,-9.283144,-2.516613
20.7063026,-2.334462,-9.236811,-2.3483
20.7261562,-2.404152,-9.418923,-2.29581
20.7460098,-2.442364,-9.512057,-2.294871
20.7658615,-2.559038,-9.546257,-2.287813
20.7857151,-2.64,-9.421404,-2.238617
20.8055687,-2.612744,-9.381268,-2.221752
20.8254185,-2.42048,-9.396207,-2.217012
20.8452721,-2.259264,-9.401608,-2.096526
20.8651257,-2.061571,-9.366796,-2.046468
20.8849792,-1.971347,-9.485387,-2.009559
20.9048328,-1.972698,-9.531652,-1.922477
20.9246845,-1.981154,-9.499063,-1.852126
20.9445362,-1.925321,-9.499244,-1.730998
20.9643879,-1.900355,-9.462728,-1.670406
20.9842415,-1.913599,-9.497061,-1.642346
21.0040951,-1.829783,-9.455382,-1.583343
21.0239468,-1.818109,-9.43937,-1.538619
21.0438004,-1.752173,-9.464815,-1.476485
21.063652,-1.741504,-9.525197,-1.430066
21.0835056,-1.69136,-9.524297,-1.367625
21.1033573,-1.657017,-9.527926,-1.342716
21.1232109,-1.604393,-9.48893,-1.322442
21.1430645,-1.645832,-9.478271,-1.355291
21.1629162,-1.625462,-9.588405,-1.267653
21.1827679,-1.560138,-9.597522,-1.218792
21.2026215,-1.651291,-9.653833,-1.411832
21.2224731,-2.026356,-10.017129,-2.129843
21.2423267,-2.972162,-11.161394,-2.447784
21.2621803,-3.358289,-11.285204,-2.111331
21.2820339,-2.574897,-10.533817,-1.751129
21.3018837,-1.807909,-9.953003,-1.436895
21.3217373,-1.317539,-9.873036,-1.552285
21.3415909,-1.546731,-9.917464,-1.910065
21.3614426,-2.262827,-9.698232,-2.219186
21.3812962,-3.042781,-9.250277,-2.204744
21.4011497,-3.55039,-8.878237,-2.244871
21.4209995,-3.463289,-8.655796,-2.315605
21.4408531,-3.228217,-8.534965,-2.547297
21.4607048,-2.966866,-8.330567,-2.663482
21.4805584,-2.917747,-8.223479,-2.915257
21.500412,-3.198222,-8.125988,-3.162108
21.5202618,-3.282221,-8.055052,-3.240839
21.5401154,-3.383122,-8.088906,-3.302782
21.559967,-3.3069,-8.26576,-3.37298
21.5798206,-3.398139,-8.519068,-3.466689
21.5996742,-3.422933,-8.719941,-3.453473
21.6195278,-3.582693,-8.738511,-3.334271
21.6393776,-3.624189,-8.594169,-3.328898
21.6592312,-3.595794,-8.42964,-3.291146
21.6790848,-3.587261,-8.456358,-3.21162
21.6989365,-3.485144,-8.605,-3.219291
21.7187901,-3.280535,-8.83787,-3.253414
21.7386436,-3.143127,-8.992823,-3.28224
21.7584934,-3.06815,-8.944939,-3.134182
21.778347,-3.04441,-8.842601,-2.997742
21.7981987,-3.096478,-8.641794,-2.875149
21.8180542,-3.185897,-8.67992,-2.873473
21.8379059,-3.325958,-8.862683,-2.849636
21.8577595,-3.453981,-8.918497,-2.846993
21.8776112,-3.512035,-8.898768,-2.821347
21.8974628,-3.493466,-8.933149,-2.773146
21.9173145,-3.477243,-8.898271,-2.693716
21.93717,-3.561959,-8.796689,-2.549365
21.9570217,-3.650564,-8.786644,-2.412264
21.9768715,-3.790807,-8.679183,-2.176071
21.9967251,-4.060575,-8.618426,-2.159915
22.0165787,-4.113411,-8.493756,-2.021127
22.0364323,-4.168957,-8.461655,-1.898008
22.0562859,-4.199793,-8.442051,-1.788181
22.0761375,-4.200694,-8.417534,-1.763253
22.0959892,-4.121044,-8.404807,-1.74408
22.1158409,-4.087314,-8.373088,-1.767256
22.1356945,-3.947273,-8.250592,-1.782339
22.1555481,-3.887197,-8.116794,-1.74907
22.1753998,-3.870084,-8.10918,-1.677062
22.1952553,-3.942542,-8.078898,-1.409237
22.2151051,-4.145292,-8.193456,-1.452351
22.2349586,-4.317435,-8.475023,-1.681477
22.2548103,-4.506031,-9.144691,-2.846534
22.2746639,-4.281245,-11.68041,-4.791679
22.2945175,-2.928952,-12.095814,-4.077565
22.3143692,-2.300856,-9.851795,-2.896677
22.3342209,-3.581333,-9.127597,-2.253968
22.3540745,-4.720552,-9.029032,-2.34694
22.3739262,-4.622093,-9.483385,-2.615014
22.3937798,-3.608148,-9.467421,-2.757651
22.4136333,-2.41732,-9.155801,-2.944504
22.4334869,-1.749846,-9.068211,-3.081136
22.4533367,-1.59653,-9.166804,-3.384175
22.4731903,-1.706194,-8.985324,-3.463117
22.4930439,-1.855171,-8.663389,-3.566001
22.5128956,-1.964682,-8.482072,-3.516469
22.5327492,-1.946888,-8.289502,-3.429598
22.5526009,-1.8518,-8.260331,-3.357169
22.5724525,-1.666182,-8.263031,-3.265011
22.5923061,-1.517742,-8.45091,-3.028177
22.6121578,-1.462158,-8.867185,-2.835568
22.6320114,-1.513059,-9.218031,-2.790538
22.6518631,-1.623556,-9.318961,-2.87761
22.6717148,-1.786103,-9.308723,-2.945988
22.6915684,-2.026443,-9.39274,-3.010804
22.7114201,-2.142677,-9.360993,-3.06159
22.7312737,-2.162175,-9.197996,-2.959358
22.7511272,-2.117039,-9.011987,-2.801743
22.7709789,-2.099954,-8.862712,-2.731813
22.7908306,-2.089841,-8.955148,-2.681008
22.8106823,-2.21162,-9.123469,-2.634723
22.8305359,-2.136231,-9.191637,-2.662735
22.8503895,-2.095894,-9.226018,-2.656328
22.8702431,-1.887876,-9.202574,-2.57437
22.8900948,-1.76287,-9.2314,-2.50604
22.9099464,-1.622474,-9.348822,-2.485392
22.9298,-1.596387,-9.268242,-2.300905
22.9496517,-1.647546,-9.308972,-2.245512
22.9695072,-1.735001,-9.34342,-2.15595
22.9893589,-1.755371,-9.318224,-2.144822
23.0092106,-1.894359,-9.321058,-2.075447
23.0290623,-1.896782,-9.269842,-2.036125
23.0489159,-1.857163,-9.262046,-1.956283
23.0687675,-1.775367,-9.216115,-1.876403
23.0886211,-1.665273,-9.230586,-1.80632
23.1084747,-1.643811,-9.308148,-1.726966
23.1283264,-1.614228,-9.242126,-1.713521
23.1481781,-1.701033,-9.325942,-1.715503
23.1680317,-1.603397,-9.435395,-1.722532
23.1878853,-1.369656,-9.515237,-1.745718
23.207737,-1.222757,-9.675428,-1.75473
23.2275906,-1.271982,-9.961239,-1.728077
23.2474442,-1.445313,-10.264258,-1.731017
23.2672939,-1.816031,-10.545894,-1.914107
23.2871475,-2.310127,-10.758804,-2.293272
23.3070011,-2.789848,-11.086906,-2.52912
23.3268528,-3.077009,-10.810137,-2.250272
23.3467064,-2.787109,-10.291467,-1.641503
23.36656,-2.239364,-10.102477,-1.732981
23.3864117,-2.164263,-10.054,-1.9362
23.4062653,-1.995069,-9.929349,-2.026558
23.4261169,-2.087983,-9.746163,-2.16205
23.4459705,-2.389308,-9.328959,-2.218697
23.4658222,-2.548216,-8.946365,-2.2614
