Time (s), X (m/s2), Y (m/s2), Z (m/s2)
0.3335234,-0.316695,7.851229,-2.242026
0.3374953,-0.429999,7.695788,-2.449297
0.3414656,-0.558701,7.65455,-2.605188
0.3454359,-0.754174,7.653047,-2.765715
0.3494062,-1.121942,7.719759,-2.924556
0.3533766,-1.598177,7.796881,-3.046459
0.3573469,-1.849971,7.841987,-3.115546
0.3613172,-1.995088,7.91798,-3.172394
0.3652875,-2.000949,8.094777,-3.106697
0.3692641,-1.845757,8.373883,-2.997742
0.3732297,-1.538208,8.658832,-2.870121
0.3772,-1.216322,8.784939,-2.756195
0.3811703,-0.933423,8.848826,-2.678843
0.3851406,-0.654335,8.938589,-2.651645
0.3891109,-0.450206,8.855214,-2.656874
0.3930812,-0.232621,8.812463,-2.60765
0.3970531,0.012048,8.959457,-2.477865
0.4010234,0.16883,9.089931,-2.399938
0.4049937,0.395465,9.233144,-2.28426
0.408964,0.701903,9.313301,-2.178206
0.4129344,1.139487,9.33708,-2.118418
0.4169047,1.594864,9.363943,-2.01564
0.420875,1.915534,9.298553,-1.968982
0.4248469,2.126683,9.175797,-1.844665
0.4288172,2.096612,8.910003,-1.734417
0.4327875,2.049724,8.598632,-1.668126
0.4367578,2.034219,8.3099,-1.651875
0.4407281,1.95341,8.047841,-1.662888
0.4446984,1.915055,7.867471,-1.709594
0.4486687,1.825148,7.725093,-1.834955
0.4526406,1.759575,7.657136,-1.933069
0.4566109,1.637816,7.539715,-1.981259
0.4605797,1.443273,7.472668,-2.055106
0.4645515,1.245358,7.419162,-2.115507
0.4685219,1.069241,7.401636,-2.109972
0.4724922,0.899751,7.372015,-2.109158
0.4764625,0.727454,7.449463,-2.116599
0.4804328,0.486952,7.618311,-2.057625
0.4844047,0.329729,7.849649,-1.972123
0.488375,0.316743,7.971906,-1.891218
0.4923453,0.351028,8.070787,-1.818463
0.4963156,0.390351,8.179713,-1.700601
0.5002859,0.401105,8.32666,-1.635498
0.5042562,0.314866,8.442721,-1.596856
0.5082266,0.244151,8.585474,-1.554306
0.5121984,0.056829,8.812204,-1.503654
0.5161687,-0.165909,9.005235,-1.475336
0.5201375,-0.402551,9.169477,-1.453415
0.5241094,-0.59109,9.326612,-1.40305
0.5280797,-0.6669,9.446993,-1.37862
0.53205,-0.771354,9.553401,-1.352446
0.5360219,-0.885922,9.680591,-1.299803
0.5399907,-0.983643,9.784509,-1.241566
0.5439625,-1.071501,9.888906,-1.176243
0.5479328,-1.141038,9.986503,-1.068274
0.5519031,-1.189411,10.058367,-0.957987
0.5558734,-1.182688,10.110264,-0.890241
0.5598438,-1.161571,10.14451,-0.836984
0.563814,-1.140808,10.135241,-0.813119
0.5677859,-1.094552,10.116344,-0.720856
0.5717562,-1.049321,10.077349,-0.650342
0.5757266,-1.000173,9.979952,-0.591464
0.5796969,-0.931756,9.851699,-0.581293
0.5836672,-0.850258,9.726684,-0.584951
0.5876375,-0.726631,9.576012,-0.577424
0.5916078,-0.631629,9.4131,-0.578928
0.5955797,-0.541664,9.261356,-0.552419
0.5995484,-0.49922,9.128794,-0.573804
0.6035203,-0.492727,8.987709,-0.595419
0.6074906,-0.55806,8.866332,-0.657237
0.6114609,-0.688151,8.700988,-0.749385
0.6154312,-0.814852,8.579909,-0.862095
0.6194015,-0.915495,8.489524,-0.95997
0.6233719,-1.032313,8.445662,-1.04777
0.6273437,-1.126491,8.46514,-1.122957
0.631314,-1.208536,8.566903,-1.178014
0.6352843,-1.221866,8.650299,-1.226866
0.6392546,-1.271388,8.746679,-1.325526
0.643225,-1.330219,8.836759,-1.455234
0.6471953,-1.388685,8.947927,-1.568815
0.6511672,-1.402897,9.08637,-1.728087
0.6551375,-1.452897,9.204547,-1.865495
0.6591062,-1.48566,9.267237,-1.99573
0.6630781,-1.505101,9.276832,-2.149294
0.6670485,-1.441348,9.256079,-2.229414
0.6710187,-1.323735,9.272657,-2.225066
0.674989,-1.169232,9.326498,-2.207578
0.6789594,-0.929525,9.430779,-2.154121
0.6829296,-0.624532,9.564989,-2.097666
0.6869016,-0.341202,9.746929,-2.009789
0.6908718,-0.047549,9.935305,-2.025523
0.6948422,0.522855,9.94562,-2.314791
0.6988125,0.782847,10.087222,-2.135733
0.7027828,0.869794,10.546515,-1.956063
0.7067531,0.954884,10.978037,-1.797614
0.7107249,1.054483,11.266816,-1.706491
0.7146953,1.144409,11.410804,-1.663194
0.7186641,1.181491,11.499964,-1.557045
0.7226359,1.166369,11.556333,-1.457849
0.7266062,1.039993,11.590024,-1.386626
0.7305766,0.904089,11.682967,-1.304802
0.7345484,0.797556,11.827098,-1.203278
0.7385172,0.588083,12.032128,-1.137399
0.742489,0.386893,12.249358,-1.107519
0.7464594,0.176424,12.419452,-1.042732
0.7504297,-0.061751,12.568898,-0.958495
0.7544,-0.285839,12.700981,-0.798313
0.7583703,-0.514878,12.74808,-0.652295
0.7623406,-0.656777,12.713604,-0.500254
0.7663125,-0.83187,12.616657,-0.314081
0.7702828,-1.027974,12.491364,-0.17946
0.7742531,-1.457178,12.256762,-0.064797
0.7782234,-3.395036,11.536106,1.452783
0.7821937,-4.360263,11.321777,2.507026
0.786164,-3.574965,11.65371,2.034037
0.7901344,-1.864087,12.182531,0.864163
0.7941062,-0.555608,12.631281,0.153631
0.798075,0.020973,12.807313,-0.0292
0.8020468,0.365547,12.810128,0.102558
0.8060172,0.366303,12.615298,0.471686
0.8099875,0.272403,12.339352,1.011512
0.8139578,0.191833,12.098916,1.444192
0.8179281,0.172124,11.946875,1.622675
0.8218984,0.119815,11.806546,1.779332
0.8258703,0.241853,11.66344,1.819249
0.8298406,0.390102,11.470917,1.758263
0.8338109,0.488216,11.272324,1.67145
0.8377813,0.565673,11.088851,1.566133
0.8417515,0.591004,10.975442,1.374913
0.8457218,0.550695,10.926744,1.131883
0.8496937,0.548406,10.932156,0.898803
0.8536625,0.553453,10.97141,0.605379
0.8576328,0.469034,11.047997,0.21272
0.8616046,0.395015,11.104671,-0.368678
0.865575,0.447926,11.188564,-1.132706
0.8695453,0.500053,11.30386,-1.913513
0.8735172,0.814019,11.482256,-2.901849
0.8774859,1.163936,11.760032,-3.985819
0.8814563,1.55761,12.090537,-4.936499
0.8854281,2.025342,12.43013,-5.658906
0.8893985,2.498225,12.753769,-5.967797
0.8933672,3.295293,13.169833,-5.983599
0.897339,4.157943,13.567012,-5.610266
0.9013094,4.864261,13.785688,-4.915526
0.9052796,5.329167,13.66843,-4.148213
0.90925,5.493208,13.355441,-3.568835
0.9132218,5.401884,12.691271,-3.118266
0.9171922,4.921732,11.814687,-2.851341
0.9211625,4.179012,10.940861,-2.731937
0.9251328,3.268382,10.175932,-2.775694
0.9291031,2.064089,9.237424,-2.877476
0.9330734,0.761883,8.454089,-3.00684
0.9370437,-0.456115,7.860346,-3.251843
0.9410156,-1.29217,7.410658,-3.546397
0.9449859,-1.741619,7.131168,-3.733729
0.9489546,-2.057232,6.936366,-3.942465
0.9529266,-2.065066,7.015481,-3.967997
0.9568968,-1.953621,7.328278,-3.853525
0.9608672,-1.71058,7.641334,-3.595133
0.9648375,-1.417233,8.033811,-3.355024
0.9688093,-1.046764,8.377733,-3.158642
0.9727797,-0.651376,8.891711,-3.130831
0.9767484,-0.22653,9.56497,-3.204706
0.9807203,0.084381,10.117312,-3.32252
0.9846906,0.342696,10.584594,-3.454057
0.9886609,0.276789,10.788579,-3.411335
0.9926312,0.28241,10.801651,-3.362158
0.9966015,0.389594,10.742698,-3.357504
1.0005734,0.524531,10.51973,-3.243291
1.0045422,0.675107,10.190614,-2.997406
1.008514,0.968704,9.804687,-2.792865
1.0124843,1.028539,9.358628,-2.696101
1.0164546,1.236012,8.906354,-2.665312
1.020425,1.361678,8.451532,-2.663683
1.0243968,1.400618,8.028304,-2.660006
1.0283656,1.301651,7.720994,-2.782034
1.0323374,1.078961,7.567372,-3.044112
1.0363078,0.892233,7.543268,-3.153527
1.0402781,0.653014,7.609912,-3.204017
1.0442485,0.488082,7.559721,-3.263479
1.0482187,0.166885,7.580972,-3.295609
1.052189,-0.013628,7.892917,-3.289691
1.0561719,-0.024335,8.342423,-3.185916
1.0601312,-0.052433,8.819847,-3.118677
1.0641016,0.175256,9.225433,-3.218774
1.0680718,0.378121,9.678905,-3.29265
1.0720421,0.552247,9.930909,-3.311717
1.0760125,0.835126,10.012082,-3.258384
1.0799843,1.091641,9.992594,-3.04326
1.0839531,1.192676,9.933667,-2.837244
1.087925,1.327451,9.835428,-2.666911
1.0918952,1.398827,9.699141,-2.613932
1.0958656,1.500925,9.502749,-2.657861
1.0998359,1.717074,9.230136,-2.708014
1.1038061,1.9267,8.948358,-2.691743
1.1077765,2.024403,8.732363,-2.694473
1.1117468,2.02378,8.472696,-2.659278
1.1157187,1.914854,8.185402,-2.237056
1.1196891,1.75675,7.991797,-1.693304
1.1236594,1.527826,7.842772,-1.346959
1.1276296,1.002567,7.71338,-1.36934
1.1316,0.644557,7.803939,-1.916482
1.1355687,0.483169,7.915537,-2.631908
1.1395421,0.736705,8.060607,-3.128839
1.1435124,0.801521,8.136819,-3.322683
1.1474812,0.637336,8.15943,-3.198328
1.1514531,0.47433,8.265809,-2.772093
1.1554234,0.395378,8.344195,-2.268382
1.1593938,0.17991,8.356358,-1.84909
1.1633656,-0.140884,8.286687,-1.340016
1.1673343,-0.350224,8.141051,-0.90475
1.1713047,-0.485669,8.04967,-0.586675
1.1752765,-0.790613,7.859389,-0.401929
1.1792468,-0.950383,7.63576,-0.375363
1.1832172,-1.174921,7.294826,-0.660522
1.1871874,-1.398606,7.304795,-0.860869
1.1911577,0.781956,8.499924,-1.621765
1.1951281,2.176128,9.450508,-1.974335
1.1991,1.859931,9.827097,-1.711404
1.2030703,1.301306,9.828505,-1.620444
1.2070405,1.214004,9.803672,-1.924603
1.2110109,1.360472,9.85623,-2.14554
1.2149796,1.513691,9.956346,-2.053689
1.2189515,1.603081,10.077664,-1.877361
1.2229218,1.598647,10.034185,-2.011407
1.2268921,1.463307,9.872347,-2.21456
1.2308624,1.354113,9.663813,-2.290265
1.2348328,1.304514,9.384715,-2.368009
1.238803,1.299764,9.18028,-2.432873
1.242775,1.130494,9.000733,-2.688229
1.2467453,0.661824,8.899277,-3.134125
1.2507156,0.434691,8.850875,-3.080189
1.2546859,-1.163716,8.19294,-3.061437
1.2586563,-1.529349,8.245784,-2.588171
1.2626281,-1.031384,8.480195,-2.528085
1.2665983,-0.692097,8.516722,-2.320939
1.2705686,-0.273657,8.555546,-2.028655
1.274539,0.130599,8.583107,-1.534951
1.2785093,0.276521,8.596784,-1.220085
1.2824798,0.140281,8.611138,-1.17042
1.28645,0.068627,8.642561,-1.232497
1.2904218,-0.011971,8.758698,-1.271359
1.2943907,0.049052,8.834527,-1.284058
1.2983625,0.252062,8.830889,-1.257885
1.3023328,0.507283,8.821561,-1.262357
1.306303,1.155356,8.989375,-1.210671
1.3102734,0.071749,8.3676,-1.336884
1.3142437,-0.570136,8.126294,-1.313507
1.3182139,-0.550695,8.195132,-1.404688
1.322186,-0.513642,8.318252,-1.452246
1.3261563,-0.375258,8.406549,-1.538179
1.3301265,-0.369579,8.44659,-1.42546
1.3340954,-0.115266,8.417161,-1.394728
1.3380672,0.406382,8.410927,-1.356488
1.3420374,0.626773,8.351521,-1.275621
1.3460078,1.103009,8.383105,-1.357043
1.3499796,1.296211,8.505449,-1.024029
1.3539499,1.291116,8.581738,-0.93304
1.3579187,1.501088,8.709761,-0.785126
1.3618907,1.348003,8.738348,-0.521773
1.3658609,1.541081,8.853547,-0.636302
1.3698312,1.967545,9.051317,-0.804174
1.3738031,2.160604,9.116048,-1.035128
1.3777734,2.250674,9.169036,-0.798179
1.3817421,1.548991,9.044633,-0.628717
1.3857141,1.349171,9.038054,-0.671593
1.3896843,1.166599,9.058242,-0.830568
1.393653,1.257377,9.069093,-0.967056
1.397625,1.380458,9.078679,-1.140636
1.4015952,1.48566,9.094835,-1.114415
1.4055687,0.874544,8.951623,-0.992109
1.4095376,0.746435,8.976331,-1.058745
1.4135078,0.867046,8.985592,-1.072698
1.4174781,0.885615,8.850319,-1.012479
1.4214483,0.712064,8.704847,-1.063322
1.4254187,0.735164,8.618236,-1.166982
1.429389,0.675605,8.605958,-1.081011
1.4333593,0.21092,8.663016,-1.151831
1.4373296,0.087168,8.891978,-1.371399
1.4413015,0.131001,9.195995,-1.284738
1.4452718,-0.700553,9.354855,-1.225668
1.4492422,-0.928797,9.807503,-1.349611
1.4532125,-1.06247,10.36066,-1.370317
1.4571828,-1.113955,10.790571,-1.276224
1.4611531,-1.240168,10.999864,-1.188941
1.465125,-1.13827,11.033593,-1.088481
1.4690952,-1.028731,10.974293,-0.90723
1.4730656,-0.959481,10.860788,-0.683832
1.4770359,-0.82915,10.848032,-0.453366
1.4810061,-0.860907,10.957955,-0.280064
1.4849764,-0.922725,11.120454,-0.256496
1.4889485,-0.813885,11.380378,-0.293089
1.4929172,-0.671784,11.57969,-0.327259
1.496889,-0.579876,11.641547,-0.184526
1.5008594,-0.54492,11.708978,0.107002
1.5048296,-0.54537,11.731042,0.208372
1.5087999,-0.470154,11.799526,0.316581
1.5127703,-0.395417,11.900753,0.332938
1.5167421,-0.276779,12.028258,0.376378
1.5207124,-0.21952,12.045506,0.479884
1.5246828,-0.107576,12.141103,0.573258
1.5286531,0.067698,12.088305,0.759776
1.5326234,0.246823,11.946913,0.886171
1.5365952,0.433092,11.803855,0.922668
1.5405641,0.526313,11.59601,0.939255
1.5445343,0.664228,11.386153,1.028032
1.5485061,0.723729,11.285424,1.212711
1.5524765,0.769238,11.24704,1.398166
1.5564468,0.773337,11.127809,1.526323
1.5604171,0.749328,10.878132,1.594452
1.5643874,0.75628,10.722337,1.536263
1.5683577,0.689568,10.5883,1.355597
1.572328,0.51438,10.431135,1.005919
1.5763,0.276942,10.243898,0.654584
1.5802703,-0.000364,10.055905,0.026777
1.5842406,-0.316494,9.957782,-0.709574
1.5882109,-0.611,10.052133,-1.545448
1.5921812,-0.850507,10.377505,-2.418527
1.596153,-1.033615,10.657769,-3.026108
1.6001219,-1.180859,10.924005,-3.627254
1.6040937,-1.67688,10.859563,-3.747519
1.6080639,-1.38743,11.060752,-3.849924
1.6120344,-2.210317,10.77475,-3.47799
1.6160047,-2.195263,10.788674,-3.589176
1.619975,-1.377346,11.022502,-3.802825
1.6239454,-2.744061,10.853338,-3.377194
1.6279156,-2.111044,11.553785,-3.653647
1.6318859,-1.501739,12.046435,-3.7751
1.6358562,-2.808542,11.751336,-3.819278
1.6398281,-1.747001,12.233413,-4.490144
1.6437984,-1.550906,12.410192,-4.613856
1.6477686,-0.687232,12.942585,-4.78623
1.651739,-0.742155,12.961911,-3.398081
1.6557093,-1.55287,12.697985,-3.150894
1.6596797,-0.726152,12.672318,-3.430192
1.6636516,-0.730184,12.077656,-3.393848
1.6676219,-0.506623,11.654466,-3.382346
1.6715921,-0.282899,11.073892,-3.358634
1.6755625,-0.251094,10.441315,-3.373047
1.6795328,-0.306065,9.94584,-3.532932
1.683503,-0.320852,9.686403,-3.674257
1.6874748,-0.344325,9.444159,-3.759864
1.6914437,-0.363804,9.260974,-3.758523
1.6954139,-0.529913,8.986483,-3.758677
1.6993859,-0.715455,8.819703,-3.784553
1.7033563,-0.870465,8.742533,-3.780646
1.7073265,-0.956254,8.732583,-3.707603
1.7112968,-0.960985,8.850645,-3.557755
1.7152672,-0.87237,9.092651,-3.31935
1.7192374,-0.82147,9.326833,-3.104849
1.7232077,-0.817371,9.615114,-2.887139
1.7271796,-0.885136,9.836081,-2.798468
1.7311484,-0.971806,10.177981,-2.799061
1.7351202,-1.045385,10.652397,-2.814547
1.7390907,-1.142848,10.998005,-2.755209
1.7430609,-1.070639,11.381058,-2.613463
1.7470312,-1.511469,11.266069,-2.39786
1.7510016,-1.733747,11.337656,-2.378783
1.7549719,-1.085129,11.729357,-2.71218
1.7589437,-0.60104,11.947833,-3.092351
1.7629139,-0.195941,11.922723,-2.750928
1.7668843,-2.399354,10.879722,-1.644702
1.7708546,-2.06317,10.862177,-2.099734
1.7748265,-0.81627,11.270408,-2.392277
1.7787969,-0.597756,11.225014,-2.488131
1.7827672,-0.681926,11.076937,-2.350024
1.7867374,-0.538628,10.918805,-2.109569
1.7907063,-0.458202,10.803308,-1.94662
1.7946781,-0.489758,10.741758,-1.840825
1.7986484,-0.44807,10.692227,-1.873405
1.8026187,-0.473717,10.673351,-1.882925
1.806589,-0.494968,10.546228,-1.976136
1.8105593,-0.62844,10.398525,-2.018264
1.8145312,-0.751425,10.30384,-1.977505
1.8185015,-0.650648,10.360506,-1.897932
1.8224702,-0.589385,10.531155,-1.704509
1.8264422,-0.503242,10.756172,-1.656989
1.8304125,-0.399066,11.001654,-1.634617
1.8343828,-0.560751,11.138794,-1.729092
1.8383546,-0.957719,10.97412,-2.204906
1.842325,-1.497324,10.629776,-2.515722
1.8462937,-1.578057,10.319805,-2.418651
1.8502655,-3.195263,9.262582,-2.274587
1.8542359,-5.071398,7.691535,-1.959855
1.8582062,-5.887362,6.263883,-1.633248
1.8621764,-5.53978,5.600622,-1.244382
1.8661468,-4.802893,5.571432,-0.784302
1.8701172,-3.819154,5.791545,-0.220947
1.874089,-2.926021,6.159342,0.241958
1.8780594,-2.26909,6.660286,0.322595
1.8820297,-2.000873,7.08224,0.080522
1.8859999,-1.911828,7.5896,-0.361726
1.8899703,-1.913149,7.958709,-0.872524
1.8939406,-1.673681,8.211049,-1.30189
1.8979124,-1.326895,8.365064,-1.574015
1.9018812,-0.999665,8.428825,-1.660791
1.9058532,-0.652707,8.503094,-1.582519
1.9098234,-0.433341,8.461789,-1.49652
1.9137937,-0.293912,8.253369,-1.397026
1.9177641,-0.176644,8.018785,-1.261476
1.9217359,-0.001168,8.030555,-1.115621
1.9257046,0.156102,8.365857,-0.952978
1.929675,0.293931,8.575552,-0.826785
1.9336468,0.357416,8.527285,-0.735384
1.9376171,0.350023,8.464336,-0.634837
1.9415874,0.381176,8.415782,-0.577252
1.9455577,0.423103,8.361922,-0.529339
1.949528,0.493081,8.263185,-0.478065
1.9534985,0.507657,8.163337,-0.419981
1.9574703,0.471725,8.066678,-0.369875
1.9614406,0.420058,8.012579,-0.360854
1.9654109,0.419905,8.068871,-0.363507
1.9693812,0.38448,8.201385,-0.429625
1.9733515,0.330237,8.293582,-0.494987
1.9773217,0.267394,8.450737,-0.5395
1.9812921,0.223484,8.868535,-0.511114
1.9852624,0.313497,9.164123,-0.52593
1.9892343,0.423601,9.334658,-0.423065
1.9932047,0.487996,9.384189,-0.30233
1.997175,0.488771,9.362756,-0.250309
2.0011454,0.516899,9.327934,-0.28242
2.0051155,0.574503,9.235988,-0.257099
2.0090859,0.685671,9.160637,-0.235254
2.0130577,0.876316,9.046999,-0.231136
2.0170281,1.046573,8.884356,-0.215162
2.0209982,1.163036,8.68692,-0.244276
2.0249686,1.237266,8.499358,-0.349831
2.028939,1.218591,8.354012,-0.398108
2.0329092,1.212998,8.217705,-0.385342
2.0368798,1.197867,8.047946,-0.408566
2.0408516,1.112107,7.919895,-0.418679
2.0448203,1.026892,7.838645,-0.394631
2.0487921,0.92465,7.77857,-0.376474
2.0527625,0.831468,7.728752,-0.383685
2.0567327,0.739789,7.76746,-0.414973
2.060703,0.601874,7.781797,-0.504506
2.0646734,0.433906,7.811073,-0.642565
2.0686436,0.183779,7.879998,-0.870522
2.0726156,-0.055373,7.996183,-1.143748
2.076586,-0.211753,8.167293,-1.441941
2.0805562,-0.263966,8.382292,-1.640766
2.0845265,-0.274395,8.72654,-1.831861
2.0884969,-0.276741,9.052238,-1.926633
2.0924687,-0.234919,9.382312,-1.951725
2.0964389,-0.21045,9.702406,-1.931173
2.1004078,-0.160498,9.948281,-1.888154
2.1043797,-0.048047,10.230041,-1.840222
2.1083498,0.072812,10.473023,-1.781765
2.1123202,0.150155,10.661936,-1.736045
2.1162906,0.177113,10.813565,-1.687663
2.1202624,0.210996,10.898847,-1.635489
2.1242328,0.221722,10.964391,-1.533917
2.1282032,0.172172,10.968575,-1.471965
2.1321733,0.107758,10.91212,-1.415117
2.1361437,0.08305,10.848511,-1.318324
2.1401141,0.07399,10.840572,-1.172584
2.1440842,0.066339,10.90488,-1.017315
2.1480563,0.050527,10.997239,-0.85587
2.152025,0.007594,11.08207,-0.726908
2.1559968,-0.014451,11.157172,-0.633238
2.1599672,-0.056034,11.239225,-0.500177
2.1639376,-0.178981,11.260448,-0.368286
2.1679077,-0.176347,11.324957,-0.300175
2.1718781,-0.176127,11.387168,-0.230064
2.1758485,-0.18013,11.525266,-0.187734
2.1798203,-0.267116,11.663162,-0.080895
2.1837904,-0.39058,11.731273,0.01018
2.1877608,-0.533648,11.757551,0.065065
2.1917312,-0.647995,11.757647,0.101667
2.1957014,-0.79702,11.764159,0.153708
2.1996717,-0.917448,11.769915,0.236154
2.2036421,-1.071616,11.739786,0.351526
2.2076123,-1.19826,11.704007,0.43291
2.2115841,-1.368076,11.664139,0.508509
2.2155545,-1.501002,11.635418,0.595917
2.2195232,-1.633487,11.588626,0.642039
2.2234952,-1.76649,11.459837,0.740163
2.2274656,-1.890126,11.348861,0.849357
2.2314374,-1.952922,11.204367,1.030216
2.2354078,-1.903735,11.074025,1.157089
2.2393782,-1.815016,10.965396,1.264914
2.2433484,-1.733038,10.84331,1.29964
2.2473187,-1.608789,10.716504,1.325286
2.2512891,-1.440495,10.586393,1.264589
2.2552593,-1.277632,10.439237,0.945595
2.2592297,-1.036479,10.284312,0.22516
2.2632,-0.816298,10.139071,-0.752498
2.2671719,-0.503606,10.082012,-2.093749
2.271142,-0.206007,10.229418,-3.129758
2.2751124,0.181155,10.59668,-4.004025
2.2790828,0.798916,11.221326,-4.944094
2.2830529,1.621449,11.968001,-5.682676
2.2870233,2.891899,13.209366,-6.164016
2.2909951,4.476544,14.648205,-6.027546
2.2949655,5.951966,15.892568,-5.340162
2.2989342,6.863554,16.525211,-4.418519
2.3029063,7.435481,16.612438,-3.242142
2.3068767,7.551839,16.075945,-2.223993
2.3108468,7.377579,15.339324,-1.49991
2.3148172,6.951315,14.53788,-1.081116
2.3187876,6.339655,13.713863,-1.038997
2.3227577,5.239279,12.58698,-1.228896
2.3267281,3.804597,11.3654,-1.574944
2.3306999,2.448042,10.280481,-2.087093
2.3346686,1.560962,9.597981,-2.614325
2.3386407,0.917075,9.133257,-3.256114
2.3426108,0.506527,8.901364,-3.710754
2.3465812,0.081738,8.725946,-3.85206
2.350553,-0.335092,8.510612,-3.799454
2.3545234,-0.699557,8.326344,-3.719095
2.3584921,-1.096305,8.186973,-3.759529
2.362464,-1.441999,8.19676,-3.923637
2.3664343,-1.68525,8.293256,-4.115278
2.3704045,-1.792472,8.462354,-4.203404
2.3743749,-1.789283,8.727535,-4.190514
2.3783453,-1.758934,9.030364,-4.052407
2.3823154,-1.654317,9.221488,-3.911455
2.3862858,-1.669515,9.289944,-3.776326
2.3902562,-1.739455,9.291093,-3.671384
2.3942282,-1.832943,9.281286,-3.535556
2.3981984,-1.940271,9.198446,-3.427472
2.4021688,-2.0962,8.997056,-3.339155
2.4061391,-2.195205,8.781242,-3.282776
2.410111,-2.266619,8.51132,-3.26617
2.4140797,-2.212482,8.186178,-3.283073
2.4180515,-2.06362,7.929204,-3.273726
2.4220219,-1.743103,7.750347,-3.171829
2.425992,-1.427557,7.651658,-3.046076
2.4299624,-0.998191,7.630292,-2.965497
2.4339342,-0.591923,7.698441,-2.930924
2.4379029,-0.237131,7.897725,-2.970687
2.4418733,0.035482,8.266422,-2.986633
2.4458561,0.157941,8.707817,-3.054005
2.4498155,0.221483,9.308684,-3.150789
2.4537859,0.273638,9.981552,-3.191969
2.457756,0.344305,10.690858,-3.161026
2.4617264,0.394507,11.240327,-3.067633
2.4656968,0.297743,11.724435,-2.847932
2.4696689,0.190176,11.994348,-2.637232
2.4736373,0.090568,12.017139,-2.442057
2.4776094,0.039658,11.841693,-2.230256
2.4815798,0.042119,11.659954,-1.990482
2.4855499,0.0844,11.338355,-1.758101
2.4895203,0.140022,10.890295,-1.71309
2.4934907,0.165478,10.406426,-1.810869
2.4974608,0.173857,9.980431,-1.935961
