Time (s), X (m/s2), Y (m/s2), Z (m/s2)
11.6534986,-5.331428,-11.621609,-3.799828
11.6733513,-3.300206,-10.597972,-4.717755
11.6932039,-1.290044,-9.397232,-4.866301
11.7130575,-0.276569,-8.494915,-4.56873
11.7329082,-1.034094,-8.468846,-3.495822
11.7527618,-3.04823,-9.268703,-1.875551
11.7726154,-4.831902,-10.262103,-0.709421
11.7924919,-5.897312,-11.023087,-0.925474
11.8123198,-5.69097,-9.294224,-1.197781
11.8321733,-5.153577,-8.428165,-1.419781
11.8520241,-4.051554,-8.053108,-1.204475
11.8718777,-2.995347,-8.953635,-1.843028
11.8917313,-1.929008,-9.383615,-1.813206
11.911582,-1.071463,-9.017904,-1.498301
11.9314356,-0.887885,-8.126036,-1.196555
11.9512892,-1.388953,-7.302104,-1.058343
11.9711428,-2.090607,-6.931262,-0.607926
11.9909935,-2.644597,-7.255935,-0.124671
12.0108471,-3.085159,-7.767834,0.221761
12.0306988,-3.4144,-8.506809,0.190128
12.0505524,-3.430699,-8.824826,0.05385
12.070405,-3.600793,-8.783637,-0.088289
12.0902567,-3.940511,-8.699533,-0.283627
12.1101093,-4.182048,-8.730236,-0.522281
12.1299629,-4.48794,-9.042296,-0.631638
12.1498146,-4.161793,-9.585761,-0.68252
12.1696682,-3.648936,-10.522411,-0.693916
12.1895199,-3.478832,-10.955465,-0.254255
12.2093725,-3.780176,-10.809601,0.419052
12.2292261,-4.130084,-10.702043,0.911032
12.2490778,-4.38364,-11.044165,0.207204
12.2689304,-3.902654,-12.877099,-1.92104
12.2887888,-2.649596,-11.984186,-2.375029
12.3086376,-1.835903,-10.45095,-1.536723
12.3284883,-2.255099,-8.85845,-1.223523
12.3483419,-3.028723,-8.823208,-2.58434
12.3681955,-2.840998,-8.945782,-3.190982
12.3880482,-2.493015,-8.807635,-4.581439
12.4078999,-1.720904,-8.631097,-4.204889
12.4277534,-0.396509,-9.070395,-4.054082
12.4476042,0.198326,-10.511226,-3.540852
12.4674578,0.084956,-11.343373,-2.660552
12.4873114,-0.107299,-9.941539,-2.138894
12.5071621,-0.316897,-9.325722,-2.215422
12.5270157,-0.394574,-9.131428,-2.051266
12.5468693,-0.534826,-9.849362,-2.113323
12.56672,-1.058888,-10.012408,-2.097589
12.5865736,-1.797298,-9.834997,-1.806655
12.6064243,-2.472195,-9.123306,-1.512015
12.6262779,-2.616048,-8.623876,-1.106926
12.6461315,-2.775339,-7.902771,-0.916443
12.6659832,-3.39696,-7.389493,-0.845757
12.6858358,-3.291414,-7.786767,-0.827905
12.7056885,-3.100913,-8.36445,-0.699212
12.7255411,-3.142447,-8.757291,-0.670252
12.7453938,-3.019242,-8.33345,-0.506709
12.7652464,-3.053048,-7.919263,-0.277316
12.7851315,-2.99371,-7.670562,-0.490878
12.8049517,-2.696225,-7.99332,-0.766164
12.8248062,-2.320163,-8.644246,-1.390955
12.8446569,-2.736132,-9.505325,-1.285543
12.8645086,-3.332671,-10.152391,-0.786534
12.8843641,-3.603254,-10.913336,-0.2245
12.9042149,-3.576765,-11.068624,0.34849
12.9240685,-2.954426,-11.283748,0.832952
12.9439201,-1.906924,-11.468034,0.73908
12.9637728,-1.120515,-12.215811,-2.421141
12.9836264,-5.38207,-14.336432,-2.08308
13.0034781,-7.1146,-11.136515,-2.155548
13.0233307,-4.31665,-9.984157,-1.973186
13.0431843,-2.113601,-9.92817,-3.815074
13.0630379,-0.502916,-9.481193,-5.142046
13.0828886,-0.03463,-8.768544,-5.001382
13.1027422,0.441232,-7.369602,-3.691639
13.1225948,0.075867,-6.484293,-2.229347
13.1424465,-1.462244,-7.521595,-1.122105
13.1623001,-3.431724,-9.243132,-0.946715
13.1821527,-4.578815,-10.234236,-1.381158
13.2020054,-4.05098,-9.37012,-1.710887
13.221858,-2.934947,-7.7539,-1.602229
13.2417107,-2.492316,-8.130029,-1.572617
13.2615633,-2.047876,-9.449396,-1.555379
13.281415,-1.422769,-10.000829,-1.258747
13.3012686,-1.170429,-9.209115,-1.090128
13.3211212,-1.880598,-8.719893,-0.910831
13.3409729,-2.242984,-8.27844,-0.70334
13.3608255,-3.166753,-8.152209,-0.299275
13.3806791,-3.859415,-8.124685,-0.395062
13.4005308,-4.568654,-8.008758,-0.396432
13.4203835,-4.900806,-7.948156,-0.299869
13.440237,-4.604471,-7.713888,-0.065323
13.4600906,-4.190609,-7.529257,-0.282391
13.4799414,-3.727993,-7.81183,0.09935
13.499795,-3.937437,-8.479304,0.224059
13.5196486,-4.68708,-9.565726,-0.353269
13.5394993,-4.633068,-10.566425,-0.737089
13.5593529,-3.953373,-11.314136,-0.422443
13.5792065,-3.830876,-10.807837,-0.137082
13.5990572,-4.00208,-9.868593,0.655236
13.6189108,-4.30397,-9.470762,1.513528
13.6387644,-5.126245,-10.419518,-1.00747
13.6586161,-3.613454,-14.076029,-1.289977
13.6784687,-2.439806,-13.370152,-4.244872
13.6983213,-1.789493,-10.390098,-0.949904
13.718173,-2.466708,-9.737563,-3.882936
13.7380266,-1.87874,-9.680093,-3.204448
13.7578793,-1.669477,-9.263454,-5.205837
13.7777557,-1.579235,-8.692886,-4.278773
13.7975836,-1.060986,-8.94988,-3.698764
13.8174372,-1.038346,-10.105734,-2.825934
13.8372889,-1.164817,-11.013548,-2.03714
13.8571434,-0.975426,-9.478893,-1.715943
13.8769951,-0.893928,-8.24906,-1.519265
13.8968468,-1.058821,-8.024042,-1.540075
13.9166994,-1.458279,-8.266335,-1.463441
13.936553,-2.086164,-8.450028,-1.419101
13.9564037,-2.67598,-7.871321,-1.259695
13.9762573,-2.509171,-7.973467,-1.270363
13.9961109,-2.4429,-8.434591,-0.635584
14.0159616,-2.35079,-8.413723,-0.161063
14.0358152,-2.658435,-8.25718,-0.167604
14.0556679,-3.026644,-8.241455,-0.208123
14.0755215,-3.350561,-8.588002,-0.12084
14.0953732,-3.571086,-8.37009,-0.036009
14.1152258,-3.554901,-8.111986,0.407426
14.1350794,-3.301729,-7.832832,0.536866
14.154933,-2.953995,-7.963708,0.192226
14.1747837,-2.566843,-9.081006,-0.44875
14.1946373,-2.906905,-10.147986,-0.818348
14.2144909,-3.384012,-10.741462,-0.978826
14.2343416,-3.353376,-10.44413,-0.841035
14.2541952,-3.220355,-10.559349,-0.393607
14.2740479,-2.908668,-11.289896,0.431138
14.2938995,-2.092676,-11.968145,1.485305
14.3137531,-0.753752,-11.887202,2.06362
14.3336058,-0.184373,-11.486125,1.31752
14.3534575,-1.571985,-12.605348,-0.310595
14.3733101,-6.098645,-12.837565,-1.574791
14.3931637,-7.623425,-10.751977,-2.6848
14.4130163,-4.679697,-9.760777,-1.829812
14.4328699,-1.549403,-9.175615,-4.260731
14.4527216,0.009414,-8.982509,-5.415943
14.4725742,0.406315,-8.609684,-4.726298
14.4924259,0.023952,-7.752119,-4.033253
14.5122795,-1.209723,-7.668532,-3.21073
14.5321321,-3.512285,-8.661178,-2.038529
14.5519857,-5.831595,-9.759628,-1.327633
14.5718374,-6.403944,-9.088073,-1.43248
14.5916901,-5.636248,-7.583529,-1.362128
14.6115437,-4.062376,-6.955165,-1.389863
14.6313953,-3.069118,-7.353292,-1.654623
14.651248,-1.995165,-8.423338,-1.871883
14.6711016,-1.503453,-8.991951,-2.3664
14.6909533,-1.23853,-8.467392,-2.300588
14.7108059,-1.57618,-8.25629,-1.856732
14.7306595,-2.005996,-8.048664,-1.345264
14.7505102,-2.31571,-7.749332,-0.652554
14.7703943,-2.312253,-8.43257,-0.406267
14.7902164,-2.232497,-9.079369,-0.580086
14.81007,-2.070735,-9.192049,-0.65763
14.8299217,-1.951025,-8.970183,-0.30823
14.8497744,-1.993786,-8.462192,-0.296852
14.869628,-2.511029,-8.309163,-0.725874
14.8894796,-3.008027,-9.042249,-0.717676
14.9093323,-3.233982,-9.726281,-0.870273
14.9291849,-3.376342,-10.342261,-1.206103
14.9490471,-2.980638,-11.301044,-1.061455
14.9688902,-3.141145,-11.351476,0.030071
14.9887428,-3.303874,-10.924694,0.820005
15.0085945,-3.565551,-10.950006,2.465003
15.0284481,-4.053575,-10.336382,0.567608
15.0483007,-3.541465,-12.857026,-2.479569
15.0681543,-2.108286,-13.751164,-1.817582
15.088006,-0.428639,-11.398277,-2.022478
15.1078587,-0.318343,-10.34662,-2.784935
15.1277103,-1.741782,-9.10332,-2.910573
15.1475639,-2.138654,-7.905309,-4.254132
15.1674166,-2.701943,-7.776798,-3.674755
15.1872702,-2.536408,-8.174666,-4.123735
15.2071218,-1.72735,-9.428481,-3.431954
15.2269745,-1.115612,-10.490549,-2.587002
15.2468281,-0.502064,-10.57315,-2.399105
15.2666798,-0.389307,-9.293707,-2.054723
15.2865324,-1.225716,-8.115262,-1.827197
15.3063841,-1.524168,-7.475253,-1.947693
15.3262377,-2.063419,-8.00871,-1.89751
15.3460903,-2.6115,-8.694505,-1.523143
15.365943,-2.773079,-8.294635,-1.364676
15.3857956,-2.916157,-8.164898,-1.163927
15.4056482,-2.833251,-8.909083,-0.551241
15.4255009,-2.513423,-8.744227,-0.189257
15.4453535,-1.93056,-8.306453,-0.330189
15.4652052,-2.095894,-8.129675,-0.446614
15.4850588,-2.325795,-8.37916,-0.421073
15.5049105,-2.247303,-8.460879,-0.146314
15.5247631,-1.923588,-8.12842,-0.239114
15.5446167,-1.29489,-7.912128,-0.641771
15.5644703,-0.961396,-8.441466,-0.72415
15.584321,-1.328504,-9.518762,-1.045385
15.6041746,-2.5169,-10.978631,-1.012652
15.6240273,-3.299306,-11.620143,-0.439489
15.6438789,-3.421649,-11.82478,0.437909
15.6637325,-2.780904,-11.588923,1.111743
15.6835852,-1.684484,-11.823852,-0.683621
15.7034388,-3.758523,-15.351047,-0.662504
15.7232904,-6.722957,-12.63786,-2.850144
15.7431431,-4.956543,-10.090343,-1.954301
15.7630262,-3.051927,-10.411234,-3.669344
15.7828484,-0.877331,-10.110456,-4.126934
15.802701,-0.947501,-9.306693,-5.058603
15.8225546,-0.92082,-7.507786,-4.194958
15.8424063,-2.247274,-6.857281,-3.430269
15.8622589,-3.166351,-7.45745,-2.524226
15.8821115,-3.83236,-8.627611,-1.838699
15.9019642,-4.016072,-9.053176,-1.881134
15.9218168,-3.366909,-8.64596,-1.909021
15.9416695,-2.595027,-7.888167,-2.015104
15.9615231,-2.251268,-7.366987,-1.773634
15.9813747,-2.270153,-7.590539,-1.585708
16.0012264,-1.907863,-8.512871,-1.585594
16.02108,-1.901044,-8.286448,-1.382862
16.0409317,-2.070343,-7.953576,-1.285092
16.0607853,-2.205357,-8.061593,-0.904941
16.0806389,-2.550534,-7.808411,-0.97263
16.1004906,-2.623164,-7.794017,-0.911865
16.1203423,-2.509258,-7.997333,-0.486674
16.1401958,-2.569457,-7.741421,-0.17267
16.1600494,-2.842942,-7.438172,-0.148354
16.1799011,-3.234365,-7.556618,-0.466314
16.1997547,-3.525778,-8.643977,-0.505943
16.2196064,-3.28473,-9.964017,-0.724581
16.2394581,-2.687348,-11.284936,-0.842529
16.2593117,-2.60266,-12.721763,-1.112135
16.2791634,-3.251766,-12.516398,0.096592
16.299017,-3.651445,-11.650405,1.770685
16.3188705,-4.467303,-10.883611,2.647278
16.3387222,-5.372272,-12.23121,-5.540853
16.3585758,-2.81718,-15.783565,0.067526
16.3784294,0.040788,-11.203878,-0.430659
16.3982811,-0.880616,-9.762396,-2.681774
16.4181328,-1.810696,-9.249089,-3.879469
16.4379864,-1.864307,-8.375961,-4.848105
16.4578381,-2.368565,-8.092823,-4.632943
16.4776917,-1.712936,-8.929012,-4.349948
16.4975452,-0.614113,-11.063816,-2.703628
16.5173969,-1.34511,-11.57202,-2.46733
16.5372486,-1.475499,-9.616473,-2.311018
16.5571003,-1.10478,-8.403782,-2.335697
16.5769539,-1.413288,-7.507843,-2.813474
16.5968075,-1.835424,-7.876397,-2.540928
16.6166611,-2.138951,-8.650778,-2.473593
16.6365108,-2.418029,-8.101414,-1.860218
16.6563644,-2.692567,-7.8159,-1.509123
16.6762161,-2.922487,-8.751219,-1.306583
16.6960697,-2.402984,-8.265071,-0.558615
16.7159233,-1.853505,-8.188697,-0.666268
16.735775,-1.876269,-8.073143,-0.662667
16.7556534,-2.11317,-8.324821,-0.783364
16.7754803,-2.291289,-8.32822,-0.830338
16.795332,-2.276694,-8.029884,-0.774275
16.8151855,-1.887847,-7.456185,-0.939255
16.8350391,-1.588543,-7.501024,-0.512206
16.8548908,-2.329328,-7.986118,-0.448951
16.8747425,-3.569477,-9.545452,-0.783517
16.8945961,-4.340755,-11.065292,-0.194629
16.9144497,-4.082085,-11.620736,0.745401
16.9343014,-3.238934,-11.233394,1.333302
16.954155,-2.605792,-11.391105,0.681007
16.9740086,-4.717918,-15.164835,-1.162749
16.9938583,-7.631987,-13.304062,-2.325028
17.0137119,-4.700833,-9.15287,-1.96811
17.0335655,-2.302073,-9.348151,-4.503436
17.0534172,-0.766413,-9.382828,-4.46783
17.0732708,-0.056455,-9.137403,-5.100741
17.0931225,-0.702679,-8.905061,-4.313729
17.1129761,-3.212147,-9.839135,-3.258499
17.1328278,-4.867805,-10.513677,-2.028847
17.1526814,-4.913342,-10.002735,-1.904856
17.172533,-4.757135,-8.911352,-1.928539
17.1923866,-4.170939,-7.744074,-1.914068
17.2122402,-3.33496,-6.881529,-1.383351
17.2320919,-3.011781,-7.158079,-1.291442
17.2519436,-2.626439,-8.153032,-1.65267
17.2717972,-2.080303,-8.541113,-2.188147
17.2916489,-2.030408,-8.152841,-2.204571
17.3115025,-1.842319,-7.710105,-1.796025
17.331356,-2.080571,-7.505171,-1.422309
17.3512058,-1.893392,-7.323442,-1.108621
17.3710594,-1.823462,-7.671118,-0.811615
17.390913,-1.613261,-8.180729,-0.625423
17.4107647,-1.645133,-8.295718,-0.427997
17.4306183,-1.895614,-8.71114,-0.34669
17.4504719,-2.490247,-9.03021,-0.401287
17.4703217,-2.938758,-9.433596,-0.42181
17.4901752,-2.946994,-9.843636,-0.518967
17.5100536,-2.66195,-10.133123,-0.721287
17.5298824,-2.776766,-10.359625,-0.401536
17.5497341,-3.191854,-10.41516,-0.132849
17.5695839,-3.264302,-10.84175,1.459572
17.5894375,-3.950117,-10.58287,-0.661633
17.6092911,-3.479273,-14.136392,-2.96724
17.6291428,-1.826067,-14.268044,-3.375307
17.6489964,-0.950412,-9.682352,-0.99776
17.6688499,-1.64654,-8.296896,-3.193099
17.6887016,-2.768368,-9.546956,-3.237851
17.7085552,-3.380009,-9.859169,-5.371573
17.7284069,-2.564736,-10.340069,-4.676862
17.748291,-1.486244,-10.191906,-4.64796
17.7681122,-0.891735,-10.127636,-3.578767
17.7879658,-1.378696,-10.450317,-2.938873
17.8078175,-1.271484,-9.667728,-2.472827
17.8276711,-0.910457,-8.703421,-2.227441
17.8475246,-1.229911,-8.198742,-2.059147
17.8673763,-1.767218,-8.127855,-1.87533
17.887228,-2.558003,-8.278153,-2.031442
17.9070816,-2.65268,-7.746325,-1.853735
17.9269333,-2.652546,-7.859599,-1.808139
17.9467869,-2.851102,-8.068766,-1.510023
17.9666386,-2.892033,-8.093129,-1.018043
17.9864922,-3.06047,-7.917683,-0.570577
18.0063438,-2.972152,-7.748939,-0.56009
18.0261993,-3.139641,-8.004257,-0.527069
18.046051,-2.878482,-8.134856,-0.204168
18.0659027,-2.538716,-7.927192,-0.171061
18.0857563,-1.940127,-7.868401,-0.494623
18.105608,-1.236212,-8.315847,-0.875885
18.1254616,-1.435075,-9.315436,-0.813923
18.1453152,-2.400542,-10.094452,-0.934629
18.1651649,-3.477214,-10.732201,-0.653473
18.1850185,-3.317684,-10.705816,-0.249054
18.2048721,-3.124692,-10.713583,0.321187
18.2247238,-2.39356,-10.797016,0.99866
18.2445774,-1.758235,-10.969246,1.256803
18.2644272,-0.68003,-11.152833,-0.948123
18.2842808,-3.353702,-13.349887,-2.572551
18.3041344,-6.05506,-11.578647,-2.96292
18.323988,-5.172491,-10.757254,-2.376264
18.3438396,-3.647423,-10.370657,-3.993586
18.3636932,-1.984314,-8.870231,-4.847683
18.383543,-0.879888,-7.970326,-4.578547
18.4033966,-1.098766,-8.377455,-3.81313
18.4232502,-2.975581,-9.413187,-2.870456
18.4431019,-5.061946,-10.158914,-1.708196
18.4629555,-5.598601,-9.829002,-1.745555
18.4828091,-5.374504,-8.172205,-1.763895
18.5026588,-4.335315,-7.121629,-1.615923
18.5225124,-3.333571,-6.95484,-1.454008
18.542366,-2.949762,-8.058538,-1.569687
18.5622177,-2.373276,-9.345996,-2.002022
18.5820713,-1.73029,-9.138227,-2.414955
18.6019211,-1.240915,-8.655814,-2.304592
18.6217747,-1.229279,-8.100542,-1.763263
18.6416283,-1.704643,-7.903509,-1.615406
18.6614819,-2.164502,-8.077615,-1.339029
18.6813335,-2.713215,-8.34341,-1.100385
18.7011871,-2.387354,-8.523885,-1.009845
18.7210407,-2.04167,-8.690876,-0.803552
18.7409153,-1.920801,-8.468914,-0.605628
18.7607441,-2.035943,-8.153463,-0.260269
18.7805977,-2.531744,-8.079837,-0.46753
18.8004513,-2.852959,-8.691239,-0.825722
18.820303,-2.810697,-9.384533,-1.242935
18.8401566,-2.442028,-10.263703,-1.316179
18.8600082,-2.480881,-11.350259,-1.173954
18.8798599,-2.771557,-11.51543,-0.073387
18.8997135,-3.316525,-11.412135,0.817017
18.9195652,-4.119301,-11.246398,2.056552
18.9394188,-4.832744,-10.503066,1.548436
18.9592686,-4.677054,-11.723687,-2.115258
18.9791241,-2.506442,-13.723746,0.542804
18.9989758,-0.10839,-11.242597,-0.981431
19.0188293,-0.07196,-10.725803,-3.361191
19.0386829,-1.612093,-9.396198,-3.808686
19.0585365,-1.877016,-8.336188,-4.450419
19.0783863,-2.214761,-8.183238,-4.109005
19.0982399,-2.465242,-8.06708,-3.764806
19.1180916,-2.251469,-8.519231,-3.406451
19.1379452,-1.956379,-10.109977,-2.805995
19.1577969,-1.387095,-10.962255,-2.578134
19.1776505,-0.85586,-9.84627,-2.680701
19.1975021,-0.959797,-8.428692,-2.443608
19.2173557,-1.608367,-7.570801,-2.45037
19.2372074,-2.281291,-7.97453,-2.368852
19.257061,-2.431638,-7.854217,-1.908782
19.2769146,-2.949953,-8.151893,-1.837253
19.2967663,-3.293876,-8.957714,-1.365873
19.316618,-2.706051,-8.634229,-0.687222
19.3364716,-2.293444,-8.462335,-0.638103
19.3563251,-1.865734,-8.103511,-0.748265
19.3761768,-2.079738,-8.141129,-0.796101
19.3960304,-2.3225,-8.459767,-0.578123
19.415884,-2.419963,-8.494284,-0.124738
19.4357338,-2.225152,-8.067023,-0.04142
19.4555874,-1.573891,-7.740492,-0.535344
19.4754391,-1.387785,-8.444914,-0.642527
19.4952927,-1.923578,-9.890055,-0.866117
19.5151463,-3.308519,-11.185959,-0.633563
19.534996,-3.806158,-11.623275,-0.468373
19.5548496,-3.696025,-11.796835,0.066798
19.5747032,-2.933635,-11.621379,0.749586
19.5945549,-2.142906,-11.51247,1.529282
19.6144085,-1.374607,-11.080413,1.380133
19.6342602,-1.971137,-11.511475,-1.806713
19.6541157,-4.853564,-11.925068,-2.196335
19.6739655,-6.471067,-11.31584,-3.331283
19.693819,-6.744438,-10.847898,-3.581592
19.7136726,-3.267635,-8.33052,-4.359717
19.7335567,-1.66148,-7.166535,-4.25961
19.7533779,-0.319185,-7.732256,-3.806187
19.7732277,-1.144409,-9.403017,-3.276312
19.7930813,-3.009406,-10.131831,-2.296001
19.8129349,-4.112127,-9.778418,-2.029067
19.8327866,-4.593084,-9.093992,-2.337229
19.8526402,-4.094928,-7.81385,-2.184201
19.8724937,-3.36212,-6.928331,-1.85271
19.8923454,-2.689617,-7.503514,-1.653455
19.9121971,-2.273477,-8.297307,-1.686792
19.9320507,-1.775866,-8.645587,-2.083923
19.9519043,-1.620061,-8.231016,-1.997023
19.971756,-1.215804,-7.89557,-1.752355
19.9916096,-1.05931,-7.57558,-1.29375
20.0114613,-1.107529,-7.584065,-0.934399
20.0313148,-1.475393,-7.793778,-0.640286
20.0511665,-2.052472,-8.068364,-0.406449
20.0710201,-2.69272,-8.518521,-0.460031
20.0908737,-3.005279,-8.841729,-0.774591
20.1107254,-3.256354,-9.092402,-0.846082
20.1305771,-3.506136,-9.167025,-0.960094
20.1504307,-3.571814,-9.412594,-0.99435
20.1702824,-4.038434,-10.089606,-1.114348
20.190136,-4.055471,-10.988983,-0.885577
20.2099895,-3.622829,-11.594679,-0.225553
20.2298431,-4.335104,-11.256416,0.241355
20.2496929,-4.039842,-10.822616,1.324549
20.2695465,-3.861809,-10.118691,2.585853
20.2894001,-4.14579,-10.284868,-0.476216
20.3092518,-3.426917,-13.469491,-2.150223
20.3291035,-1.677895,-13.037099,-4.081109
20.348959,-0.692269,-10.689143,-3.714451
20.3688087,-0.921902,-8.522476,-4.296854
20.3886623,-1.39808,-8.112848,-3.865841
20.4085159,-2.117892,-7.253521,-4.271773
20.4283676,-2.281483,-9.028237,-4.072269
20.4482212,-1.38155,-10.098044,-3.521219
20.468071,-0.920772,-10.487915,-2.826221
20.4879246,-0.8984,-9.819492,-2.718463
20.5077763,-0.628488,-9.402719,-2.304773
20.5276299,-0.4818,-8.542368,-2.023043
20.5474834,-1.040099,-8.145639,-1.877744
20.567337,-1.62323,-8.517459,-1.724304
20.5871868,-1.998038,-8.479889,-1.490927
20.6070404,-2.192026,-8.533117,-1.436885
20.6268921,-2.284461,-8.436104,-1.24645
20.6467457,-2.69703,-8.430845,-0.841418
20.6665993,-3.216122,-7.851028,-0.270842
20.686451,-3.287775,-7.564068,-0.268993
20.7063026,-3.06543,-7.701678,-0.210718
20.7261868,-2.914174,-7.872643,-0.148517
20.7460079,-2.703916,-8.100973,-0.115899
20.7658615,-2.367616,-8.282855,-0.151428
20.7857132,-2.344776,-8.307277,-0.406679
20.8055668,-2.409065,-8.66046,-0.409217
20.8254204,-2.839705,-9.389791,-0.314311
20.8452721,-3.766213,-10.042805,-0.567579
20.8651257,-4.234883,-11.069304,-0.457848
20.8849773,-3.520089,-11.475323,0.140932
20.9048309,-2.937571,-11.309127,0.864154
20.9246845,-2.385123,-11.428118,1.725865
20.9445343,-1.578392,-11.148457,2.307024
20.9643879,-0.462205,-10.789163,-0.282114
20.9842396,-3.330392,-12.928267,-2.827418
21.0040932,-6.445354,-12.182742,-2.661079
21.0239468,-6.28115,-11.219008,-3.196508
21.0438004,-3.188751,-9.68422,-4.667707
21.0636501,-2.010622,-8.299979,-4.531592
21.0835037,-1.173676,-7.852436,-4.260606
21.1033573,-1.564189,-8.370876,-3.214484
21.123209,-3.132468,-9.109507,-2.045434
21.1430626,-4.424954,-9.607922,-1.159809
21.1629162,-5.011198,-9.36764,-1.453367
21.1827679,-4.151948,-7.85371,-1.74499
21.2026196,-3.219579,-6.646553,-1.614506
21.2224731,-3.544549,-7.143225,-1.582768
21.2423267,-3.025323,-8.648872,-1.52322
21.2621784,-2.667715,-9.457939,-1.892214
21.2820301,-2.031595,-8.973372,-2.035876
21.3018837,-1.627808,-8.271201,-1.542057
21.3217354,-1.865284,-7.775601,-1.235006
21.341589,-2.388743,-7.446082,-1.11272
21.3614426,-2.887053,-7.950301,-1.178771
21.3812943,-2.674534,-8.391706,-1.027371
21.4011459,-2.32161,-8.623235,-0.707985
21.4209976,-2.250128,-8.532466,-0.26159
21.4408512,-2.415625,-8.13521,-0.021423
21.4607048,-2.823559,-8.279293,-0.186451
21.4805565,-3.250004,-9.17981,-0.404907
21.500412,-3.081769,-10.225981,-0.44468
21.5202618,-2.934238,-10.847179,-0.286979
21.5401154,-2.797117,-11.371836,-0.22765
21.559967,-2.633938,-11.351284,0.342438
21.5798206,-2.941315,-10.913595,1.704289
21.5996742,-3.59521,-10.632602,-2.687578
21.6195259,-2.861282,-13.783525,-1.084889
21.6393776,-0.88189,-11.96668,-2.647412
21.6592312,-0.347715,-10.092202,-2.282153
21.6790829,-2.156697,-9.88359,-3.607028
21.6989365,-3.183149,-8.759331,-4.043031
21.7188206,-3.931308,-8.52468,-4.466517
21.7386417,-3.665638,-8.795703,-4.000462
21.7584934,-3.053268,-10.009123,-3.441272
21.7783451,-2.949762,-11.382687,-2.266227
21.7981987,-2.511278,-10.712175,-2.130993
21.8180504,-0.956168,-9.366893,-2.029076
21.837904,-0.354926,-7.986836,-2.386646
21.8577557,-0.747001,-7.447346,-2.752527
21.8776093,-1.480651,-7.837908,-2.76468
21.8974628,-1.937225,-8.322436,-2.037245
21.9173145,-2.497181,-9.388488,-1.297878
21.9371681,-2.41643,-9.850378,-0.689463
21.9570198,-2.229098,-9.279811,-0.471074
21.9768715,-1.766509,-8.346216,-0.28513
21.9967251,-1.221359,-7.731107,-0.175687
22.0165768,-0.951724,-7.638662,-0.369598
22.0364304,-0.976643,-7.938521,-0.596645
22.056284,-0.591942,-8.067014,-0.872687
22.0761356,0.059702,-8.638835,-1.710964
22.0959892,0.216694,-9.403477,-1.589702
22.1158409,-0.456373,-9.535675,-1.142389
22.1356945,-1.616067,-9.914398,-0.868875
22.1555481,-2.723491,-10.561724,-0.002844
22.1753998,-2.869853,-10.906547,1.106025
22.1952534,-1.867516,-10.520573,1.726938
22.2151051,-0.701779,-11.025223,-0.797145
22.2349567,-5.094536,-15.415077,-2.044102
22.2548084,-8.365628,-12.484737,-3.544644
22.274662,-4.527081,-8.86164,-1.794397
22.2945156,-2.646512,-8.94922,-4.055778
22.3143692,-1.768108,-9.443546,-4.24219
22.33424,-1.681754,-10.110646,-4.645671
22.3540726,-2.263785,-10.199643,-4.096996
22.3739262,-3.59905,-9.996367,-2.728557
22.3937778,-4.251154,-9.813967,-1.797279
22.4136314,-4.193157,-9.797121,-2.010746
22.433485,-3.882198,-8.527677,-1.841429
22.4533367,-3.754223,-7.081723,-1.270182
22.4731884,-3.622264,-6.757242,-1.02942
22.493042,-3.44948,-7.259928,-1.223102
22.5128956,-3.004982,-7.930899,-1.671459
22.5327492,-2.315413,-8.099786,-1.747643
22.5526009,-2.142303,-8.085286,-1.272844
22.5724525,-1.821844,-8.030737,-1.200903
22.5923042,-1.841773,-7.965021,-0.853763
22.6121578,-2.042311,-8.073641,-0.417357
22.6320114,-1.810677,-8.08882,-0.096582
22.6518631,-1.708742,-8.164717,-0.236605
22.6717148,-1.80021,-8.012444,-0.308546
22.6915684,-2.314839,-8.106575,-0.812314
22.7114525,-2.777226,-9.008175,-0.839034
22.7312737,-2.699721,-10.737037,-0.990137
22.7511272,-2.765226,-11.805722,-1.060191
22.7709789,-3.008449,-11.48739,-0.374242
22.7908306,-3.113449,-10.479852,0.397878
22.8106823,-3.766558,-10.929761,-2.047416
22.8305359,-2.652575,-14.774044,-0.722963
22.8503895,-1.530584,-11.736798,-1.164942
22.8702412,-2.005412,-8.593671,-1.80836
22.8900948,-2.932255,-8.863431,-3.48884
22.9099464,-3.862824,-10.076313,-4.160653
22.9298,-3.440707,-10.284572,-4.50243
22.9496517,-2.007806,-9.866744,-3.974988
22.9695053,-1.147847,-10.009267,-3.522934
22.9893589,-1.754433,-11.046406,-2.599634
23.0092106,-2.353165,-10.763144,-2.455867
23.0290623,-1.870034,-9.480838,-2.041306
23.0489159,-1.309619,-8.223374,-2.231971
23.0687675,-1.272308,-7.90666,-2.422683
23.0886211,-1.416438,-7.526173,-2.510665
23.1084728,-2.089975,-8.743059,-2.25009
23.1283264,-2.324052,-9.069551,-1.765446
23.1481762,-2.667917,-9.395087,-1.477548
23.1680317,-2.640019,-8.851756,-1.103018
23.1878853,-2.0944,-7.981512,-0.833115
23.207737,-2.062385,-7.383048,-0.525412
23.2275906,-2.007682,-7.355821,-0.293807
23.2474442,-2.055882,-7.332291,-0.118647
23.2672939,-1.754375,-7.254498,-0.549192
23.2871475,-1.162337,-7.670189,-1.018675
