Time,X,Y,Z,R,Theta,Phi
55.8599892,-1.719037,-10.023325,-0.536301,10.183798,93.018715,260.26825
55.8699799,-1.586159,-10.067618,-0.517148,10.204915,92.904785,261.046631
55.8800087,-1.279701,-10.101137,-0.544681,10.196435,93.062126,262.779724
55.8900299,-1.455675,-10.133459,-0.588974,10.254408,93.292664,261.825378
55.9000168,-1.329979,-10.16578,-0.588974,10.269315,93.287872,262.546387
55.9099655,-1.22224,-10.199299,-0.610521,10.290399,93.401314,263.166504
55.9199638,-1.149217,-10.235212,-0.600945,10.317045,93.339241,263.593628
55.929985,-1.083376,-10.244789,-0.581791,10.318328,93.232292,263.96347
55.9400406,-1.021127,-10.210073,-0.574608,10.277085,93.20517,264.288727
55.9499817,-0.957681,-10.117896,-0.563834,10.178746,93.17543,264.592926
55.9599991,-0.885855,-9.973047,-0.525527,10.026095,93.004593,264.924042
55.9701385,-0.81762,-9.785102,-0.453701,9.829678,92.6455,265.223602
55.9799576,-0.77213,-9.593566,-0.354342,9.631108,92.108467,265.398529
55.9900932,-0.752976,-9.415198,-0.241814,9.448355,91.466545,265.427521
55.9999962,-0.756568,-9.260772,-0.132878,9.292575,90.819321,265.329529
56.0099831,-0.770933,-9.131485,-0.016759,9.163986,90.104782,265.174194
56.0200233,-0.806846,-9.029732,0.092177,9.066176,89.417458,264.893921
56.0299797,-0.85473,-8.956709,0.197522,8.999567,88.742378,264.548828
56.0399513,-0.907402,-8.89805,0.280122,8.948584,88.206154,264.177246
56.0499458,-0.950498,-8.856153,0.349553,8.91387,87.752594,263.874115
56.0600815,-0.984017,-8.823831,0.405817,8.887798,87.382965,263.63678
56.0699615,-1.006762,-8.805874,0.466869,8.875525,86.984741,263.477783
56.0799828,-1.012747,-8.799889,0.526724,8.87362,86.597008,263.434906
56.0900002,-1.004368,-8.811859,0.571017,8.887276,86.316147,263.497528
56.0999947,-0.963666,-8.874108,0.573411,8.944677,86.324455,263.802368
56.1100082,-0.893037,-8.993818,0.54109,9.054229,86.573906,264.329437
56.119976,-0.80086,-9.16261,0.494403,9.210821,86.923096,265.00473
56.12994,-0.694318,-9.360131,0.444124,9.396349,87.290871,265.75766
56.1399994,-0.582988,-9.574412,0.410606,9.600929,87.548866,266.515564
56.1499367,-0.484826,-9.775525,0.415394,9.796351,87.569763,267.160706
56.159977,-0.408211,-9.956287,0.444124,9.974545,87.448013,267.652161
56.1700287,-0.361524,-10.085575,0.438139,10.101559,87.514107,267.947083
56.1799507,-0.343568,-10.176555,0.427365,10.191318,87.596642,268.066376
56.1900101,-0.342371,-10.229227,0.446519,10.244691,87.501953,268.083038
56.2000198,-0.337582,-10.254366,0.499191,10.272058,87.2145,268.114441
56.2100487,-0.32202,-10.268731,0.579397,10.290104,86.772186,268.203827
56.2199898,-0.296881,-10.272323,0.695516,10.300121,86.128159,268.344543
56.2299843,-0.27653,-10.235212,0.858321,10.27486,85.208153,268.452393
56.2399216,-0.262165,-10.151415,1.018733,10.205771,84.271233,268.52063
56.249958,-0.244209,-10.024523,1.133654,10.091376,83.549835,268.604492
56.2599487,-0.248997,-9.882068,1.249773,9.963894,82.794403,268.556641
56.2699623,-0.277727,-9.738416,1.329979,9.832737,82.226326,268.366425
56.279953,-0.349553,-9.581595,1.380257,9.686809,81.808136,267.910675
56.2899895,-0.460884,-9.437943,1.43293,9.557221,81.377037,267.204285
56.2999344,-0.600945,-9.306262,1.490391,9.443989,80.919983,266.305298
56.3099556,-0.762553,-9.186552,1.551443,9.347792,80.446472,265.254883
56.3199425,-0.932542,-9.095572,1.58975,9.28043,80.136513,264.146088
56.3299484,-1.108515,-9.027337,1.616086,9.237605,79.924461,262.99939
56.3399544,-1.29646,-8.975863,1.625663,9.21356,79.837387,261.781128
56.349926,-1.474828,-8.939949,1.611298,9.202939,79.916389,260.632263
56.3599663,-1.610101,-8.918402,1.601721,9.203033,79.977043,259.766235
56.3699379,-1.685518,-8.908825,1.590947,9.205393,80.047729,259.286469
56.379982,-1.690306,-8.910022,1.600524,9.209087,79.991264,259.258148
56.3899574,-1.631648,-8.916007,1.66397,9.215544,79.597549,259.629517
56.3999672,-1.537078,-8.910022,1.744176,9.208325,79.081474,260.212189
56.4099503,-1.422156,-8.900445,1.853112,9.201873,78.38208,260.921753
56.4199829,-1.315614,-8.91481,1.956063,9.221218,77.753014,261.605103
56.4299431,-1.243788,-8.912416,2.061408,9.231877,77.097519,262.055298
56.4399529,-1.181539,-8.92319,2.128445,9.249305,76.695892,262.457214
56.4499474,-1.14802,-8.930372,2.189497,9.266251,76.332481,262.674683
56.4599953,-1.134852,-8.932767,2.248155,9.280971,75.981644,262.759705
56.4699516,-1.150414,-8.927979,2.293645,9.289406,75.705276,262.657623
56.4799347,-1.186327,-8.913613,2.342726,9.292376,75.39743,262.418976
56.4899635,-1.237802,-8.892065,2.377442,9.28726,75.167763,262.075195
56.4999428,-1.309628,-8.870518,2.403779,9.283284,74.99305,261.601624
56.5099869,-1.417367,-8.856153,2.455254,9.298852,74.690178,260.907318
56.5199585,-1.538275,-8.84059,2.47321,9.308011,74.590988,260.129272
56.5299606,-1.661576,-8.825027,2.464831,9.312214,74.651588,259.337189
56.539959,-1.771709,-8.808268,2.458845,9.315066,74.69458,258.627197
56.5499687,-1.853112,-8.779537,2.466028,9.305676,74.632896,258.081421
56.5599518,-1.906982,-8.732851,2.464831,9.272252,74.583801,257.681763
56.569931,-1.942895,-8.664616,2.454057,9.212644,74.551079,257.36145
56.5799828,-1.962048,-8.591593,2.424129,9.140104,74.620033,257.136047
56.5899811,-1.966837,-8.516175,2.341529,9.04856,75.002693,256.995392
56.6000099,-1.960851,-8.432379,2.223016,8.938219,75.598862,256.90918
56.6099625,-1.950077,-8.35337,2.124854,8.837228,76.08728,256.859741
56.6199417,-1.933318,-8.281544,2.055422,8.749083,76.412506,256.85968
56.6299553,-1.897405,-8.209718,2.024297,8.665875,76.491234,256.986481
56.639946,-1.82917,-8.143877,2.048239,8.59441,76.212456,257.341064
56.6499481,-1.73819,-8.090008,2.154782,8.550591,75.403877,257.873993
56.6599426,-1.641225,-8.057686,2.293645,8.537021,74.414833,258.487244
56.6699524,-1.567005,-8.050503,2.428918,8.553698,73.503242,258.985291
56.6799469,-1.519121,-8.067263,2.549825,8.595933,72.744606,259.335693
56.6900177,-1.501164,-8.067263,2.647987,8.622416,72.11515,259.458893
56.6999588,-1.508347,-8.100781,2.73777,8.682923,71.620766,259.452454
56.7099648,-1.814805,-8.143877,2.833538,8.81165,71.242271,257.437317
56.7199783,-1.54426,-8.197746,2.936488,8.843684,70.60714,259.331848
56.7299995,-1.611298,-8.255207,2.936488,8.908854,70.754616,258.955536
56.739933,-1.70108,-8.310274,3.053804,9.015545,70.200691,258.43158
56.7499428,-1.804031,-8.365341,3.168726,9.125475,69.681435,257.830231
56.7599487,-1.908179,-8.426393,3.254917,9.232535,69.35672,257.240417
56.7699432,-1.996764,-8.48146,3.323152,9.325533,69.123802,256.752258
56.7799454,-2.03986,-8.511387,3.368642,9.378298,68.949203,256.522552
56.7899323,-2.038663,-8.513782,3.404555,9.393168,68.74926,256.533813
56.7999916,-2.0231,-8.49343,3.442862,9.38534,68.4795,256.602051
56.8099327,-2.0231,-8.459911,3.473987,9.366515,68.229218,256.550873
56.8199654,-2.050634,-8.423999,3.479972,9.342326,68.130409,256.318726
56.8299294,-2.112883,-8.378509,3.473987,9.313016,68.09771,255.846313
56.8400269,-2.208651,-8.319851,3.465607,9.279466,68.07019,255.132736
56.8499413,-2.329558,-8.255207,3.477578,9.255746,67.931122,254.241333
56.8600235,-2.458845,-8.201338,3.521871,9.258047,67.640808,253.31073
56.8699455,-2.590526,-8.169016,3.573346,9.285066,67.365646,252.405334
56.8799591,-2.712631,-8.184579,3.648763,9.362648,67.06324,251.663162
56.8900299,-2.821567,-8.293514,3.733757,9.522844,66.915749,251.210999
56.8999748,-2.875436,-8.568848,3.821146,9.812973,67.082993,251.44986
56.9100914,-2.843115,-8.978256,3.870227,10.181898,67.659592,252.428741
56.9199448,-2.717419,-9.409213,3.879804,10.534255,68.388969,253.891068
56.9299545,-2.536657,-9.742006,3.845088,10.776177,69.095352,255.405212
56.9400024,-2.3535,-9.928755,3.746926,10.870077,69.836456,256.664795
56.9499474,-2.193089,-9.994595,3.603274,10.848278,70.600571,257.623871
56.9600601,-2.056619,-9.999383,3.446453,10.774756,71.345322,258.377777
56.9699402,-1.933318,-9.981427,3.296816,10.688106,72.03376,259.038025
56.9799728,-1.816002,-9.91439,3.137601,10.556397,72.709129,259.6203
56.9899788,-1.720234,-9.809045,2.964022,10.390476,73.425415,260.05307
56.9999847,-1.653196,-9.660604,2.784456,10.188891,74.140251,260.289185
57.0099373,-1.611298,-9.477448,2.620454,9.96419,74.752617,260.351166
57.019928,-1.58975,-9.270349,2.462436,9.722668,75.329041,260.269135
57.0299606,-1.567005,-9.051279,2.321178,9.474652,75.818863,260.178009
57.0399628,-1.533486,-8.841787,2.223016,9.24503,76.086586,260.160706
57.0500412,-1.480814,-8.663419,2.176329,9.054504,76.092285,260.300323
57.0599899,-1.420959,-8.53054,2.193089,8.921821,75.770187,260.542908
57.0701866,-1.373075,-8.445546,2.256535,8.848985,75.22612,260.765656
57.0799484,-1.352724,-8.412027,2.342726,8.836313,74.625626,260.864563
57.0899658,-1.364695,-8.443152,2.404976,8.884431,74.294342,260.818512
57.0999336,-1.39582,-8.531737,2.410961,8.975054,74.41729,260.708557
57.1100426,-1.434127,-8.649054,2.363077,9.080032,74.915115,260.585266
57.1199341,-1.465251,-8.771158,2.261323,9.175716,75.732666,260.516113
57.1299896,-1.47842,-8.888474,2.13084,9.259112,76.695023,260.556458
57.1399727,-1.468843,-8.985439,1.995567,9.320832,77.637413,260.716003
57.1500359,-1.436521,-9.074024,1.855506,9.372535,78.581566,261.004089
57.1599617,-1.420959,-9.138668,1.720234,9.407103,79.463295,261.161926
57.1700096,-1.398214,-9.190144,1.580173,9.429247,80.35273,261.349213
57.1799774,-1.349133,-9.218874,1.490391,9.435522,80.911766,261.674164
57.1899452,-1.284489,-9.232041,1.442507,9.431931,81.202736,262.079071
57.1999702,-1.204283,-9.220071,1.430536,9.407786,81.253754,262.558411
57.209938,-1.127669,-9.184157,1.434127,9.363605,81.189919,263.000031
57.2199745,-1.053449,-9.14585,1.408988,9.313516,81.298645,263.429443
57.2299576,-0.990002,-9.108741,1.316811,9.256525,81.821495,263.797028
57.239975,-0.942118,-9.091981,1.187524,9.217479,82.597786,264.084076
57.249958,-0.897826,-9.102755,1.033098,9.205081,83.556046,264.367004
57.2599373,-0.865504,-9.136273,0.884658,9.219718,84.493843,264.588379
57.2699623,-0.853533,-9.178172,0.744597,9.247799,85.381767,264.687012
57.2799301,-0.849942,-9.210494,0.605733,9.26944,86.253204,264.727692
57.2899513,-0.855927,-9.220071,0.468066,9.271537,87.106239,264.696259
57.299942,-0.861913,-9.222465,0.344765,9.269068,87.868378,264.660767
57.3099747,-0.86311,-9.218874,0.238223,9.262254,88.526199,264.651306
57.3199348,-0.861913,-9.220071,0.150835,9.261498,89.066826,264.659393
57.3299866,-0.852336,-9.222465,0.105345,9.262366,89.348335,264.719757
57.3399963,-0.848745,-9.228451,0.093374,9.267869,89.422737,264.74527
57.349987,-0.843956,-9.244013,0.129287,9.28336,89.202034,264.783508
57.3599739,-0.841562,-9.281123,0.20231,9.321395,88.756363,264.818909
57.3699646,-0.84635,-9.339781,0.310049,9.383174,88.106422,264.822113
57.3799553,-0.864307,-9.408015,0.444124,9.458066,87.308563,264.751007
57.3900146,-0.882263,-9.44752,0.592565,9.507112,86.426521,264.664856
57.3999443,-0.882263,-9.458294,0.713472,9.526109,85.704727,264.670898
57.4099464,-0.873884,-9.460688,0.779313,9.53287,85.310837,264.722565
57.4199333,-0.858321,-9.465476,0.790087,9.537096,85.247971,264.818634
57.4299545,-0.842759,-9.467871,0.762553,9.535844,85.41333,264.913361
57.4399185,-0.821211,-9.461885,0.701501,9.523327,85.775688,265.039642
57.4499779,-0.804452,-9.449914,0.624887,9.504657,86.230354,265.134247
57.4599266,-0.796072,-9.43076,0.543484,9.479892,86.713425,265.174957
57.469986,-0.796072,-9.411607,0.462081,9.456511,87.199196,265.165192
57.4799576,-0.798466,-9.387665,0.383072,9.429345,87.671684,265.138428
57.4899712,-0.803255,-9.363723,0.318429,9.403505,88.059433,265.096954
57.499939,-0.812831,-9.343372,0.269348,9.382529,88.354965,265.028046
57.5099182,-0.836774,-9.32781,0.23942,9.368327,88.535568,264.873871
57.5199623,-0.85473,-9.32781,0.220267,9.369478,88.652916,264.764465
57.5299454,-0.869095,-9.323022,0.208296,9.36576,88.725632,264.674255
57.5399551,-0.869095,-9.329007,0.20231,9.371586,88.763023,264.677643
57.5499382,-0.875081,-9.349358,0.197522,9.392299,88.794968,264.652802
57.5599861,-0.878672,-9.375694,0.197522,9.418849,88.79837,264.645996
57.5699387,-0.879869,-9.396045,0.199916,9.439269,88.78643,264.650269
57.5799522,-0.884658,-9.411607,0.216675,9.455575,88.686951,264.630188
57.5899315,-0.893037,-9.421184,0.245406,9.466596,88.514534,264.585083
57.6000023,-0.903811,-9.421184,0.281319,9.468617,88.297455,264.520172
57.6099968,-0.914585,-9.416395,0.318429,9.466063,88.072266,264.452454
57.6199989,-0.919373,-9.409213,0.348356,9.460438,87.889755,264.419342
57.6299362,-0.909797,-9.403227,0.362722,9.454099,87.801216,264.473633
57.6399574,-0.914585,-9.41041,0.342371,9.460946,87.92614,264.448944
57.6499596,-0.9086,-9.419987,0.311246,9.468822,88.11631,264.490601
57.6599579,-0.905008,-9.414001,0.275333,9.46141,88.33242,264.508789
57.6699448,-0.907402,-9.403227,0.245406,9.450094,88.51194,264.488068
57.6799355,-0.919373,-9.380483,0.226252,9.428144,88.624908,264.402374
57.6899376,-0.93733,-9.346964,0.222661,9.396483,88.642181,264.273438
57.6999512,-0.975637,-9.318233,0.217872,9.371703,88.667877,264.022797
57.7100143,-1.022324,-9.305065,0.226252,9.363791,88.615456,263.730194
57.7199898,-1.077391,-9.295488,0.228646,9.360511,88.600311,263.388641
57.7302437,-1.132457,-9.289502,0.223858,9.360952,88.6297,263.04953
57.7399368,-1.187524,-9.283517,0.213084,9.361587,88.695747,262.710449
57.7499657,-1.233014,-9.279925,0.211887,9.363879,88.703392,262.431488
57.7599449,-1.276109,-9.272743,0.195127,9.362174,88.805748,262.164215
57.7699242,-1.314417,-9.269152,0.184354,9.363699,88.87188,261.928955
57.7799568,-1.346738,-9.266758,0.168791,9.365628,88.967339,261.731079
57.7899284,-1.373075,-9.264363,0.155623,9.366856,89.048027,261.56955
57.7999687,-1.397017,-9.258378,0.138864,9.364214,89.150322,261.41925
57.8099365,-1.412579,-9.25359,0.125696,9.361629,89.230682,261.320679
57.8199692,-1.417367,-9.244013,0.122104,9.35284,89.251961,261.282837
57.8299332,-1.423353,-9.23683,0.122104,9.34665,89.251472,261.239899
57.8399963,-1.426944,-9.232041,0.125696,9.342514,89.229111,261.213654
57.8499641,-1.43293,-9.230844,0.12809,9.342279,89.214409,261.176239
57.8599396,-1.438915,-9.228451,0.12809,9.340835,89.214287,261.137695
57.8699379,-1.442507,-9.224859,0.12809,9.33784,89.214035,261.112549
57.8799515,-1.444901,-9.221268,0.125696,9.33463,89.228462,261.094604
57.8899422,-1.449689,-9.215282,0.120907,9.329397,89.257439,261.059875
57.8999252,-1.456872,-9.209297,0.11133,9.324486,89.315895,261.010559
57.9099503,-1.464054,-9.200917,0.107739,9.317292,89.337456,260.958862
57.9199409,-1.473631,-9.197326,0.104148,9.315215,89.359398,260.897217
57.9299469,-1.479617,-9.19134,0.099359,9.310203,89.388519,260.855011
57.9399223,-1.485602,-9.187749,0.077812,9.307405,89.520988,260.815125
57.9499664,-1.492785,-9.186552,0.051475,9.307191,89.683113,260.770294
57.9599724,-1.504756,-9.19134,0.026336,9.313738,89.837982,260.702332
57.9699669,-1.520318,-9.210494,0.002394,9.335126,89.985306,260.627075
57.9799347,-1.539472,-9.246407,-0.016759,9.373702,90.10244,260.547302
57.9900131,-1.56102,-9.281123,-0.022745,9.411511,90.138466,260.452606
58.0000877,-1.587356,-9.31105,-0.038307,9.445466,90.232368,260.325195
58.0099487,-1.614889,-9.332599,-0.059855,9.471476,90.362083,260.182892
58.0199547,-1.647211,-9.342175,-0.113725,9.486963,90.686844,260.000397
58.0299377,-1.687912,-9.32781,-0.17358,9.480886,91.049049,259.743042
58.0399666,-1.734599,-9.294291,-0.2478,9.458016,91.50132,259.428467
58.0499878,-1.787272,-9.249998,-0.337582,9.427129,92.052185,259.064148
58.0600357,-1.839944,-9.196129,-0.444124,9.388899,92.711281,258.68576
58.0699883,-1.879448,-9.13388,-0.557849,9.341909,93.423431,258.372711
58.0799675,-1.910573,-9.090784,-0.620098,9.310058,93.819023,258.131104
58.090023,-1.934515,-9.066842,-0.630872,9.292361,93.892891,257.955872
58.0999794,-1.958457,-9.059659,-0.585382,9.287393,93.613739,257.80188
58.1100159,-1.980005,-9.082404,-0.512359,9.309834,93.154823,257.701691
58.1199684,-2.000355,-9.136273,-0.424971,9.362346,92.601631,257.650177
58.1299629,-2.026692,-9.233239,-0.342371,9.459249,92.074234,257.619934
58.1399956,-2.056619,-9.352949,-0.263362,9.580016,91.575302,257.598602
58.1499825,-2.108095,-9.491813,-0.220267,9.725589,91.297752,257.478088
58.1599693,-2.181118,-9.639056,-0.250194,9.885914,91.450203,257.249878
58.1699409,-2.276886,-9.793482,-0.341174,10.060462,91.943405,256.911804
58.1799698,-2.389413,-9.975441,-0.472855,10.268511,92.639351,256.529755
58.1899681,-2.521094,-10.157401,-0.612916,10.483529,93.351685,256.06073
58.1999855,-2.614468,-10.3226,-0.745794,10.67463,94.006294,255.787231
58.2099266,-2.644396,-10.444705,-0.855927,10.808206,94.542145,255.792374
58.219944,-2.595315,-10.502166,-0.912191,10.856483,94.819824,256.11908
58.2300262,-2.438494,-10.503363,-0.841562,10.815503,94.462738,256.929565
58.2399521,-2.140416,-10.471041,-0.585382,10.703586,93.135086,258.447144
58.25,-1.742979,-10.429143,-0.311246,10.578367,91.68605,260.512085
58.2599487,-1.327585,-10.43034,-0.226252,10.516923,91.232704,262.746338
58.2699661,-0.936133,-10.433931,-0.195127,10.477659,91.067093,264.873138
58.2799797,-0.62369,-10.411186,-0.147243,10.43089,90.808823,266.571747
58.2899513,-0.403423,-10.324995,-0.088585,10.333253,90.491196,267.762451
58.3000145,-0.272939,-10.19451,-0.069432,10.1984,90.390076,268.46637
58.309948,-0.233435,-10.02572,-0.095768,10.028893,90.547134,268.666199
58.3199348,-0.245406,-9.838972,-0.131681,9.842914,90.766541,268.571228
58.3299637,-0.31364,-9.642648,-0.167594,9.649203,90.995201,268.137024
58.3399391,-0.408211,-9.442732,-0.191536,9.453492,91.160942,267.524628
58.3499947,-0.517148,-9.24521,-0.213084,9.262114,91.31826,266.798401
58.3599319,-0.633266,-9.068039,-0.234632,9.093152,91.478577,266.005249
58.3699417,-0.733823,-9.068039,-0.27653,9.101885,91.741005,265.373474
58.3800392,-0.804452,-8.92319,-0.323217,8.965207,92.066101,264.848541
58.3899384,-0.804452,-8.817844,-0.341174,8.861033,92.206589,264.787323
58.3999481,-0.842759,-8.761581,-0.3304,8.808219,92.149689,264.505737
58.4099236,-0.841562,-8.76637,-0.023942,8.806705,90.155762,264.516479
58.4199562,-0.815226,-8.814254,-0.282516,8.856381,91.828026,264.71579
58.429924,-0.768539,-8.890868,-0.229843,8.926983,91.475357,265.05957
58.4399757,-0.693121,-8.978256,-0.172383,9.00662,91.09668,265.58551
58.449955,-0.59855,-9.065644,-0.106542,9.086007,90.67186,266.222595
58.4599686,-0.489614,-9.159019,-0.079009,9.172436,90.493538,266.940063
58.469944,-0.386664,-9.239224,-0.047884,9.247436,90.296684,267.603546
58.4799614,-0.289698,-9.321824,-0.020351,9.326346,90.125023,268.219971
58.489933,-0.207098,-9.434352,-0.041899,9.436718,90.254395,268.742462
58.4999504,-0.150835,-9.548077,-0.102951,9.549823,90.617683,269.09494
58.5099373,-0.113725,-9.646238,-0.201113,9.649004,91.194298,269.324554
58.5199394,-0.089783,-9.721656,-0.277727,9.726037,91.636307,269.470856
58.5299759,-0.081403,-9.779117,-0.314838,9.784522,91.843933,269.523071
58.5399551,-0.089783,-9.81503,-0.295684,9.819893,91.725479,269.475891
58.5499496,-0.11971,-9.835381,-0.240617,9.839051,91.401329,269.302673
58.5599213,-0.162806,-9.840169,-0.142455,9.842546,90.829292,269.052124
58.5699768,-0.21069,-9.836577,-0.046687,9.838944,90.271873,268.77298
58.5799522,-0.252588,-9.842564,0.022745,9.845831,89.867638,268.529938
58.5899773,-0.277727,-9.853337,0.084994,9.857617,89.505981,268.385468
58.5999489,-0.29329,-9.867702,0.143652,9.873105,89.166328,268.297546
58.6099892,-0.292093,-9.877279,0.25618,9.884917,88.514946,268.306122
58.6199646,-0.325611,-9.888053,0.345962,9.89946,87.997246,268.113953
58.6299286,-0.344765,-9.908403,0.497994,9.926899,87.124489,268.007172
58.6399536,-0.342371,-9.919178,0.705092,9.950099,85.936455,268.023163
58.6499519,-0.342371,-9.908403,0.887052,9.95392,84.88726,268.021027
58.6599464,-0.329203,-9.88925,1.063026,9.951666,83.868034,268.093384
58.6699295,-0.320823,-9.850943,1.227028,9.93225,82.903557,268.134674
58.6799545,-0.317232,-9.804255,1.371878,9.904853,82.03862,268.146759
58.6899414,-0.302867,-9.755175,1.493982,9.873557,81.297066,268.22171
58.6999664,-0.281319,-9.709685,1.576582,9.840871,80.781059,268.340424
58.7099266,-0.266953,-9.661801,1.643619,9.804241,80.349152,268.417328
58.7199707,-0.248997,-9.609129,1.649605,9.752874,80.262154,268.515656
58.7299919,-0.280122,-9.545682,1.61848,9.685968,80.38102,268.319122
58.7399864,-0.372298,-9.50139,1.58975,9.640659,80.508545,267.756104
58.7499619,-0.511162,-9.44752,1.605312,9.59656,80.370293,266.903015
58.7599335,-0.684742,-9.386468,1.673547,9.559049,79.917,265.827667
58.7699509,-0.9086,-9.320627,1.753753,9.527607,79.393044,264.432251
58.7799492,-1.150414,-9.257181,1.857901,9.511606,78.736008,262.916016
58.7899361,-1.394622,-9.200917,1.956063,9.509365,78.129608,261.381042
58.7999191,-1.606509,-9.153033,2.026692,9.511381,77.697052,260.045044
58.8099403,-1.778892,-9.121908,2.06859,9.521173,77.451729,258.965057
58.8199387,-1.896208,-9.111135,2.080561,9.536096,77.397987,258.243439
58.8299751,-1.954866,-9.101558,2.075773,9.537751,77.429688,257.87796
58.8399277,-1.945289,-9.091981,2.051831,9.521463,77.555412,257.923279
58.8499565,-1.86628,-9.070433,2.007538,9.475546,77.768326,258.373413
58.8599319,-1.739388,-9.015367,1.969231,9.390429,77.894867,259.079773
58.8699913,-1.586159,-8.91481,1.941698,9.260666,77.896896,259.911285
58.8799286,-1.435324,-8.793902,1.944092,9.119888,77.69178,260.730042
58.8899689,-1.295263,-8.671799,1.978808,8.98852,77.282257,261.504822
58.8999901,-1.181539,-8.554482,2.0231,8.869506,76.814987,262.136108
58.9099541,-1.101333,-8.450335,2.07697,8.771255,76.302673,262.574493
58.9199333,-1.053449,-8.35337,2.144008,8.688229,75.713448,262.812347
58.9299507,-1.041478,-8.275558,2.219425,8.631072,75.099358,262.827057
58.9399719,-1.060631,-8.227674,2.305616,8.610193,74.467941,262.65451
58.9499779,-1.097741,-8.203732,2.396596,8.61684,73.85141,262.37851
58.9599686,-1.143231,-8.194156,2.488773,8.639743,73.258095,262.057495
58.9699326,-1.205481,-8.201338,2.602497,8.68839,72.570183,261.638214
58.9799728,-1.276109,-8.197746,2.679112,8.718322,72.103607,261.152008
58.9899406,-1.367089,-8.184579,2.736573,8.737568,71.748047,260.517303
58.9999809,-1.462857,-8.166622,2.79523,8.754827,71.380684,259.844513
59.0099258,-1.55264,-8.145074,2.852691,8.768738,71.014725,259.207581
59.0199623,-1.642422,-8.128315,2.889802,8.781686,70.787582,258.576508
59.0299568,-1.745373,-8.137892,2.892196,8.811152,70.837852,257.894897
59.0399628,-1.84593,-8.176199,2.850297,8.853354,71.219376,257.27771
59.0499382,-1.923741,-8.240842,2.809596,8.916618,71.633362,256.860199
59.0599518,-1.958457,-8.300697,2.772485,8.967932,71.991653,256.724487
59.0699501,-1.918953,-8.350976,2.788048,9.010793,71.976196,257.058777
59.0800171,-1.823185,-8.3821,2.834735,9.034342,71.713226,257.72876
59.0899887,-1.693898,-8.377312,2.896984,9.024476,71.275734,258.568878
59.0999413,-1.562217,-8.346188,2.965219,8.993992,70.750107,259.398193
59.110054,-1.46166,-8.306683,3.039439,8.965245,70.182541,260.020294
59.1200066,-1.408988,-8.279149,3.149572,8.969357,69.442444,260.341644
59.1300163,-1.401805,-8.271967,3.286042,9.01047,68.611404,260.381775
59.1399651,-1.419762,-8.291121,3.397372,9.071965,68.007126,260.28299
59.1499634,-1.452083,-8.310274,3.465607,9.120287,67.667015,260.088562
59.1599808,-1.491588,-8.319851,3.513491,9.153653,67.428574,259.835968
59.1699829,-1.537078,-8.311471,3.566164,9.173913,67.12458,259.5224
59.1799583,-1.58137,-8.304289,3.626019,9.198367,66.78376,259.218353
59.1899605,-1.634043,-8.2995,3.66672,9.219362,66.564308,258.861816
59.1999359,-1.687912,-8.285135,3.709816,9.233377,66.310295,258.484833
59.2099915,-1.74657,-7.978677,3.74932,8.987057,65.342628,257.652466
59.219944,-1.805228,-8.265982,3.775656,9.265036,65.951073,257.68045
59.229969,-2.111686,-8.252813,3.83192,9.340865,65.780602,255.6474
59.2399521,-1.865083,-8.282741,3.83192,9.314823,65.708527,257.309967
59.2499542,-1.908179,-8.400057,3.87741,9.446503,65.766273,257.201721
59.2599754,-1.889025,-8.633492,3.909731,9.663932,66.135849,257.658081
59.2699966,-1.793257,-8.941146,3.946841,9.936671,66.596771,258.659088
59.2799835,-1.640028,-9.266758,4.010288,10.229609,66.919289,259.963745
59.2899399,-1.465251,-9.55885,4.090494,10.500034,67.072281,261.285126
59.299942,-1.291672,-9.793482,4.156334,10.717081,67.18087,262.486572
59.3099632,-1.154005,-9.953894,4.194642,10.863091,67.285652,263.386932
59.3199615,-1.06542,-10.002975,4.187459,10.896303,67.399658,263.920319
59.3300056,-1.059434,-9.93474,4.110844,10.803726,67.635193,263.913025
59.3399467,-1.115698,-9.791088,3.985149,10.62975,67.981544,263.499176
59.3499374,-1.19351,-9.623494,3.811569,10.419413,68.542297,262.930267
59.3599548,-1.261744,-9.44752,3.597288,10.187645,69.322769,262.393005
59.3699493,-1.306037,-9.269152,3.372233,9.949616,70.188248,261.979736
59.3799858,-1.316811,-9.099164,3.137601,9.714593,71.156876,261.765442
59.3899422,-1.29646,-8.943541,2.895787,9.489642,72.232666,261.751831
59.3999786,-1.243788,-8.813056,2.65517,9.287996,73.389076,261.966888
59.4099503,-1.158794,-8.718486,2.426523,9.12375,74.576187,262.429077
59.4199791,-1.039083,-8.652645,2.236184,8.997138,75.608635,263.152222
59.4299545,-0.899023,-8.617929,2.132037,8.923145,76.176407,264.044434
59.4399376,-0.755371,-8.620323,2.120066,8.909279,76.233742,264.992157
59.4501114,-0.636858,-8.67539,2.185906,8.969179,75.894211,265.801453
59.4599724,-0.582988,-8.755595,2.305616,9.072826,75.278358,266.190613
59.4699898,-0.591368,-8.863335,2.37026,9.193832,75.05986,266.182831
59.4799347,-0.648829,-8.987833,2.365471,9.316522,75.291542,265.871002
59.4901009,-0.739808,-9.063251,2.342726,9.390325,75.553078,265.333435
59.4999847,-0.843956,-9.093178,2.264915,9.408931,76.070976,264.697449
59.5099411,-0.932542,-9.090784,2.148796,9.387722,76.768013,264.143036
