Time,X,Y,Z
6.7598,-1.2402,7.7033,1.3731
6.7698,-1.3539,7.7824,1.5419
6.7798,-1.5012,7.9284,1.7609
6.7899,-1.6316,8.0936,1.9345
6.7998,-1.7346,8.2468,2.0985
6.8099,-1.8124,8.5533,2.3128
6.8198,-1.9573,8.3498,2.5821
6.8298,-1.9573,8.5174,2.8419
6.8399,-2.0985,8.7197,2.9688
6.8499,-2.1344,8.831,2.9688
6.8598,-2.247,9.1411,2.9963
6.8698,-2.2625,9.3781,2.8982
6.8798,-2.1117,9.5469,2.9006
6.8899,-1.7765,9.6115,3.0514
6.8999,-1.4928,9.6331,3.2429
6.9098,-1.2953,9.5936,3.4201
6.9199,-1.2929,9.6558,3.468
6.9299,-1.561,9.9132,3.4919
6.9399,-2.1464,10.4567,3.5889
6.9498,-2.6743,10.884,3.6619
6.9598,-3.0801,11.1366,3.5889
6.9699,-3.3028,11.1869,3.3866
6.9798,-3.3088,11.0624,2.9389
6.9899,-3.1256,10.8828,2.375
6.9999,-2.9676,10.6853,1.9393
7.0099,-2.8683,10.4746,1.749
7.0199,-2.8718,10.4076,1.6724
7.0299,-2.8886,10.556,1.6999
7.0399,-2.9473,10.8816,1.737
7.0499,-3.0335,11.3138,1.7909
7.0599,-3.1125,11.746,1.7765
7.0699,-3.1065,12.0704,1.7262
7.0799,-2.9987,12.2356,1.6963
7.0898,-2.8563,12.2583,1.6664
7.0998,-2.7438,12.2164,1.6412
7.1099,-2.6384,12.0572,1.6185
7.1199,-2.6037,11.7962,1.5886
7.1299,-2.6169,11.497,1.5419
7.1398,-2.6432,11.1654,1.482
7.1498,-2.7019,10.8194,1.4198
7.1599,-2.8024,10.4483,1.3096
7.1698,-2.8683,9.9886,1.1983
7.1799,-2.891,9.5529,1.1564
7.1898,-2.8982,9.1063,1.1372
7.1999,-2.9125,8.6694,1.1468
7.2099,-2.9329,8.248,1.1899
7.2199,-2.9532,7.8626,1.2665
7.2298,-2.9676,7.5405,1.3779
7.2398,-2.9676,7.2736,1.5072
7.2499,-2.9868,7.1204,1.6161
7.2599,-2.982,7.0378,1.6951
7.2699,-2.9688,6.9851,1.7226
7.2799,-2.9113,6.9288,1.749
7.2899,-2.8168,6.8845,1.7897
7.2999,-2.6911,6.8486,1.8519
7.3099,-2.5522,6.8331,1.9345
7.3199,-2.4002,6.8271,2.0243
7.3298,-2.2661,6.8187,2.1081
7.3399,-2.1332,6.8247,2.1943
7.3499,-1.98,6.8414,2.2853
7.3599,-1.8244,6.8917,2.3655
7.3699,-1.6915,6.9983,2.4373
7.3799,-1.6005,7.1682,2.5402
7.3899,-1.5826,7.4196,2.6779
7.3999,-1.6508,7.7464,2.8395
7.4098,-1.8028,8.1247,2.9604
7.42,-2.0291,8.521,2.9844
7.4299,-2.3523,8.8837,2.8084
7.4399,-2.7007,9.1267,2.66
7.4499,-2.9449,9.232,2.7533
7.4598,-2.9724,9.2931,3.1304
7.4699,-2.8084,9.4284,3.6296
7.4799,-2.4995,9.6175,4.0857
7.4899,-2.1201,9.7815,4.4269
7.4998,-1.7921,10.0197,4.5741
7.5099,-1.5909,10.4483,4.5011
7.5201,-1.6376,11.072,4.2557
7.5299,-1.9213,11.7831,3.9732
7.5399,-2.3858,12.4103,3.7745
7.5498,-3.0323,12.7348,3.48
7.5599,-3.6943,12.6617,3.2513
7.57,-4.1743,12.1649,3.1795
7.5801,-4.4293,11.5065,3.1029
7.5898,-4.5981,10.9128,2.6564
7.5999,-4.8315,10.5165,1.8986
7.6098,-4.9261,10.2412,1.4916
7.6199,-4.9105,10.0066,1.4006
7.6298,-4.8902,9.8402,1.4305
7.6398,-4.8495,9.7923,1.5754
7.6498,-4.8674,9.8569,1.6628
7.6598,-4.9404,9.8569,1.7107
7.6699,-4.9368,9.9982,1.8352
7.6798,-4.6304,10.1215,1.9764
7.6899,-4.4879,10.1885,2.0506
7.6999,-4.5813,10.2029,2.1093
7.7099,-4.3479,10.1873,2.1093
7.7198,-4.1204,10.1634,2.2039
7.7298,-3.8774,9.9958,2.2661
7.7399,-3.6224,9.4846,2.2027
7.75,-3.5195,9.1806,2.1907
7.7598,-3.5303,9.2835,2.0602
7.77,-3.4309,9.2787,2.0099
7.7799,-3.2298,9.0297,2.0219
7.7899,-2.9473,8.6012,1.9776
7.7999,-2.6791,8.2193,1.8783
7.8098,-2.4146,7.9488,1.7753
7.8199,-2.1332,7.7393,1.6735
7.8298,-1.907,7.5944,1.5802
7.8399,-1.7119,7.4927,1.5072
7.8498,-1.6017,7.5106,1.4581
7.8598,-1.5083,7.5705,1.4114
7.8699,-1.385,7.6207,1.403
7.8798,-1.3815,7.7117,1.4114
7.8899,-1.409,7.7776,1.4377
7.8999,-1.4186,7.7692,1.4437
7.9099,-1.4916,7.8243,1.5083
7.9199,-1.5119,7.8506,1.5957
7.9299,-1.5658,7.9033,1.6724
7.9398,-1.6173,7.9428,1.7166
7.9498,-1.6604,7.9595,1.7873
7.9599,-1.737,8.0254,1.895
7.9699,-1.7837,8.0673,2.0243
7.9799,-1.7933,8.078,2.1296
7.9899,-1.8148,8.102,2.2051
7.9999,-1.8747,8.2109,2.2553
8.0099,-1.9489,8.4025,2.3068
8.0198,-1.9896,8.6131,2.3499
8.0299,-2.0602,8.8681,2.2757
8.0399,-2.0889,9.1004,2.156
8.0499,-1.919,9.2057,2.1871
8.0598,-1.7059,9.3446,2.3391
8.0699,-1.4593,9.3458,2.5726
8.0799,-1.2438,9.1973,2.8156
8.0899,-1.1768,9.159,3.0658
8.0998,-1.1983,9.2093,3.1951
8.1099,-1.4066,9.4415,3.2022
8.1199,-1.8112,9.8485,3.1484
8.1299,-2.3212,10.1861,2.9844
8.1399,-2.7928,10.3214,2.7557
8.1498,-3.1544,10.2675,2.4624
8.1599,-3.3196,10.0928,1.9704
8.1698,-3.3639,9.9455,1.4461
8.1799,-3.3902,9.9503,1.1217
8.1899,-3.395,10.1778,1.0151
8.1998,-3.4309,10.6362,1.063
8.2099,-3.5554,11.218,1.2031
8.2199,-3.7589,11.8106,1.4473
8.2299,-3.9636,12.3792,1.6556
8.2398,-4.0701,12.8281,1.8316
8.2499,-4.0546,13.0592,1.9501
8.2598,-3.9971,13.125,1.9992
8.2698,-3.9014,13.04,1.9848
8.2799,-3.7769,12.8413,1.9094
8.2899,-3.6081,12.5253,1.7873
8.2999,-3.4465,12.123,1.6819
8.3098,-3.2645,11.6634,1.5921
8.3199,-3.0921,11.1833,1.4868
8.3299,-2.9987,10.7631,1.342
8.3399,-2.9197,10.3082,1.1815
8.3501,-2.8383,9.8318,1.0367
8.3599,-2.7569,9.323,0.9469
8.3699,-2.6839,8.7556,0.9469
8.3799,-2.6791,8.3426,1.0247
8.3899,-2.7066,8.0026,1.1205
8.3999,-2.7509,7.695,1.2366
8.4099,-2.8347,7.4747,1.3455
8.4198,-2.8838,7.2305,1.4401
8.4299,-2.9365,7.0569,1.5024
8.4398,-2.9592,6.9348,1.5658
8.4499,-2.9329,6.8319,1.6305
8.4598,-2.897,6.778,1.6843
8.4698,-2.7904,6.7014,1.7418
8.4799,-2.6396,6.6295,1.8328
8.4899,-2.466,6.5565,1.9501
8.4999,-2.2841,6.5015,2.0925
8.5098,-2.1021,6.4919,2.2446
8.5199,-1.8998,6.4919,2.3954
8.5299,-1.6783,6.5637,2.5223
8.5398,-1.3719,6.7109,2.6181
8.5498,-1.4724,6.9168,2.7258
8.5598,-1.3108,7.1539,3.0323
8.5699,-1.2438,7.4113,2.8395
8.5799,-1.3048,7.695,2.9628
8.5899,-1.47,7.9954,3.0418
8.5999,-1.7585,8.3342,3.0239
8.6101,-2.1392,8.6526,2.891
8.62,-2.5235,8.8442,2.818
8.6299,-2.7952,8.916,2.9999
8.6399,-2.8742,9.0118,3.4309
8.6498,-2.8012,9.1782,3.9313
8.6598,-2.6504,9.3948,4.3443
8.6698,-2.5175,9.7264,4.5993
8.6798,-2.5486,10.3418,4.5969
8.6899,-2.7916,11.1845,4.3886
8.6998,-3.2358,12.1901,4.2784
8.7099,-3.6871,13.0652,4.2365
8.72,-4.0342,13.4518,4.2066
8.7299,-4.2258,13.1992,4.2425
8.7398,-4.3383,12.6294,4.2377
8.7498,-4.3347,11.9662,4.1001
8.7599,-4.2545,11.3701,3.5997
8.7699,-4.1228,10.9068,2.909
8.7799,-3.9277,10.4794,2.2098
8.7898,-3.7876,10.1658,1.6053
8.7998,-3.6679,9.9359,1.2246
8.8099,-3.6428,9.8318,1.093
8.8199,-3.8259,9.8318,1.075
8.8299,-4.142,9.8988,1.1768
8.8398,-4.4125,9.9898,1.3767
8.8498,-4.5406,10.0604,1.5479
8.86,-4.5909,10.1143,1.6759
8.8698,-4.5789,10.1011,1.8196
8.8799,-4.5586,10.0114,1.9249
8.8899,-4.5478,9.827,1.9609
8.8999,-4.4233,9.2943,1.8747
8.9099,-4.3359,8.7927,1.8328
8.9198,-4.4197,8.8873,1.7573
8.9299,-4.3263,8.9699,1.7526
8.9398,-4.0654,8.8143,1.7849
8.9498,-3.7541,8.5246,1.6879
8.9598,-3.4536,8.345,1.549
8.9699,-3.1244,8.2349,1.4545
8.9798,-2.7689,8.1163,1.3946
8.9899,-2.4373,8.0086,1.3348
8.9999,-2.1344,7.9248,1.2186
9.0098,-1.8842,7.8877,1.1181
9.0199,-1.6616,7.8697,1.0918
9.0298,-1.5167,7.8302,1.0606
9.0399,-1.4712,7.7847,1.0534
9.0498,-1.5036,7.7405,1.1013
9.0598,-1.5694,7.6602,1.172
9.0699,-1.7023,7.604,1.2534
9.0798,-1.81,7.531,1.33
9.0898,-1.8639,7.4184,1.3886
9.0998,-1.9692,7.4184,1.4976
9.1098,-2.0195,7.3957,1.6089
9.1199,-2.0985,7.4448,1.749
9.1298,-2.1775,7.5262,1.8938
9.1399,-2.2494,7.6602,2.0614
9.1499,-2.3152,7.7776,2.2398
9.1599,-2.4409,7.9607,2.4062
9.1698,-2.5534,8.1355,2.5893
9.1799,-2.6564,8.3318,2.7964
9.1899,-2.6935,8.5724,2.891
9.1999,-2.721,8.9459,2.8
9.2098,-2.5857,9.2763,2.6073
9.2198,-2.2338,9.4774,2.4876
9.2298,-1.6759,9.56,2.5474
9.2399,-1.0906,9.4427,2.7198
9.2498,-0.7913,9.3374,2.8778
9.2599,-0.8487,9.3805,3.0694
9.2699,-1.2306,9.5325,3.3698
9.2799,-1.8687,9.8904,3.5051
9.2898,-2.4816,10.2771,3.3399
9.2999,-2.9748,10.5261,3.0478
9.3098,-3.298,10.6386,2.6252
9.3198,-3.3399,10.647,2.0195
9.3298,-3.2597,10.5896,1.4389
9.3399,-3.2753,10.5297,1.0439
9.3499,-3.4034,10.5512,0.9457
9.3599,-3.6272,10.8577,0.972
9.3699,-3.9456,10.7751,1.1229
9.3799,-4.2521,11.1845,1.3144
9.3898,-4.2713,11.7196,1.4688
9.3998,-4.4819,12.2547,1.7753
9.4098,-4.5274,12.7419,1.5694
9.4198,-4.4053,13.046,1.6197
9.4298,-4.2102,13.1226,1.5921
9.4399,-4.0043,13.0161,1.488
9.4498,-3.8044,12.7683,1.4066
9.4598,-3.6117,12.4199,1.3312
9.4699,-3.4381,12.0476,1.2342
9.48,-3.2825,11.6227,1.1301
9.4898,-3.1651,11.1941,1.0068
9.4998,-3.1101,10.7284,0.8535
9.5098,-3.0801,10.2424,0.7027
9.5198,-3.049,9.748,0.6213
9.5299,-3.0263,9.232,0.5722
9.5398,-3.0035,8.685,0.5626
9.5499,-2.9856,8.1451,0.6117
9.56,-2.9401,7.6962,0.6812
9.57,-2.9197,7.355,0.8009
9.5798,-2.9772,7.1311,0.9301
9.5898,-3.0143,6.9073,1.0403
9.5999,-3.0765,6.7265,1.1552
9.6099,-3.14,6.6056,1.2438
9.62,-3.213,6.5541,1.3372
9.6298,-3.237,6.5062,1.4916
9.6399,-3.2238,6.5015,1.6269
9.6499,-3.1591,6.5589,1.7178
9.66,-3.043,6.6391,1.7992
9.6698,-2.8718,6.7002,1.9106
9.6799,-2.6815,6.7612,2.0243
9.6899,-2.4672,6.8127,2.162
9.6998,-2.2386,6.8618,2.302
9.71,-2.047,6.9504,2.4361
9.7199,-1.8794,7.0844,2.5774
9.7299,-1.7334,7.2748,2.7258
9.7399,-1.6053,7.513,2.8826
9.7499,-1.5371,7.78,3.0538
9.7599,-1.6221,8.1092,3.1687
9.7699,-1.8842,8.5186,3.2609
9.7799,-2.2996,9.0034,3.1819
9.7899,-2.873,9.4308,2.9353
9.7999,-3.5243,9.6594,2.7821
9.8099,-4.0223,9.7372,3.0083
9.8198,-4.2234,9.7887,3.5494
9.8299,-4.1875,9.9671,4.1551
9.84,-3.9828,10.2304,4.7046
9.8499,-3.6344,10.4722,5.1044
9.8599,-3.1615,10.6398,5.3271
9.8699,-2.7007,10.8529,5.3307
9.8799,-2.3128,11.1306,5.217
9.8898,-2.1344,11.4622,5.0601
9.8998,-2.1464,11.8549,4.9488
9.9102,-2.3846,12.2056,4.7333
9.9199,-2.818,12.3708,4.4472
9.9299,-3.2968,12.2918,4.148
9.9398,-3.6583,11.9447,3.8116
9.9498,-3.9229,11.467,3.3196
9.9598,-4.0534,10.993,2.6791
9.9698,-4.0618,10.6674,2.1069
9.9798,-3.9217,10.3741,1.6089
9.9898,-3.8547,10.1179,1.0798
9.9999,-3.8247,9.8773,0.7745
10.0099,-3.8882,9.7001,0.7183
10.0199,-4.1216,9.6079,0.7195
10.0298,-4.4999,9.5912,0.7745
10.0399,-4.8303,9.6103,0.9134
10.0499,-5.0278,9.6187,1.0965
10.0598,-5.0841,9.584,1.2857
10.0698,-5.0661,9.4942,1.4138
10.0799,-5.0003,9.3386,1.4545
10.0902,-4.8351,9.0573,1.4856
10.0999,-4.6124,8.6395,1.5179
10.1099,-4.5215,8.4874,1.5658
10.1198,-4.5203,8.667,1.5287
10.1299,-4.3467,8.7831,1.6245
10.1399,-4.0486,8.74,1.7166
10.1499,-3.6966,8.6096,1.6903
10.1599,-3.3112,8.3893,1.5754
10.1698,-2.9173,8.1714,1.4126
10.1798,-2.5115,7.9823,1.2426
10.1899,-2.0961,7.7955,1.1349
10.1999,-1.755,7.4891,1.0307
10.2099,-1.5012,7.6207,0.9313
10.2199,-1.5012,7.5058,0.8918
10.2299,-1.3324,7.4747,0.9182
10.2399,-1.2629,7.5118,1.2246
10.2498,-1.2761,7.5956,0.9816
10.2598,-1.3515,7.6962,1.0618
10.2699,-1.4664,7.8063,1.148
10.2799,-1.5945,7.8973,1.2653
10.2899,-1.7023,7.9547,1.3731
10.2998,-1.828,8.0397,1.488
10.3099,-1.8902,8.0553,1.579
10.3198,-1.9752,8.1283,1.7083
10.33,-2.0207,8.1666,1.822
10.3398,-2.0638,8.1774,1.9357
10.3498,-2.1452,8.242,2.1117
10.3599,-2.2362,8.3139,2.3487
10.3699,-2.3272,8.3893,2.6205
10.3799,-2.4086,8.4539,2.8563
10.3898,-2.4193,8.5916,3.0263
10.3999,-2.381,8.8777,3.055
10.4098,-2.3343,9.2416,2.8635
10.4199,-2.1596,9.5098,2.624
10.4298,-1.8771,9.7432,2.5534
10.4401,-1.4653,9.7791,2.6815
10.4498,-1.0882,9.6989,2.8814
10.4599,-0.8224,9.5026,3.1161
10.4699,-0.814,9.4391,3.3196
10.4798,-1.1265,9.578,3.3926
10.4899,-1.6484,9.7803,3.5829
10.4998,-2.2936,10.0616,3.7445
10.5099,-2.8826,10.3849,3.638
10.5198,-3.3172,10.5512,3.4237
10.5299,-3.559,10.495,3.0897
10.5399,-3.5219,10.3082,2.557
10.55,-3.4201,10.0856,1.9381
10.5598,-3.4069,9.918,1.4353
10.5699,-3.4333,9.9311,1.1337
10.5799,-3.4812,10.1526,1.0139
10.5899,-3.6236,10.5716,0.9828
10.5999,-3.8738,11.1187,1.0439
10.6098,-4.1144,11.6562,1.1289
10.6199,-4.2246,12.1566,1.2462
10.6298,-4.1946,12.5193,1.3611
10.6399,-4.0773,12.6713,1.4605
10.6498,-3.9456,12.6378,1.5131
10.6599,-3.8355,12.4989,1.5239
10.6698,-3.6775,12.2703,1.5275
10.6799,-3.4895,11.9818,1.5036
10.6898,-3.3279,11.6167,1.4389
10.6998,-3.158,11.1713,1.3408
10.7099,-2.9712,10.6626,1.2163
10.7198,-2.8,10.1789,1.0965
10.7298,-2.648,9.7205,0.9349
10.7398,-2.5211,9.2751,0.7829
10.7498,-2.4062,8.7795,0.6632
10.7598,-2.3164,8.2815,0.6249
10.7699,-2.2877,7.7967,0.6452
10.7799,-2.2924,7.4819,0.7195
10.7899,-2.3308,7.2437,0.838
10.7999,-2.411,7.0449,0.9529
10.8098,-2.5163,6.9001,1.0774
10.8198,-2.6252,6.7983,1.1744
10.8298,-2.721,6.7217,1.2665
10.8399,-2.8204,6.7074,1.3575
10.8499,-2.8695,6.687,1.4856
10.8599,-2.9042,6.6978,1.6221
10.8698,-2.9161,6.7469,1.755
10.8798,-2.9042,6.7947,1.8938
10.8898,-2.8515,6.8247,2.047
10.8998,-2.7797,6.8462,2.2134
10.9099,-2.6564,6.8726,2.3511
10.9198,-2.4852,6.9228,2.4648
10.9298,-2.3188,7.0222,2.5522
10.94,-2.1464,7.1766,2.6683
10.9499,-1.9764,7.3921,2.812
10.9599,-1.8208,7.6602,2.982
10.9698,-1.7166,7.9511,3.1663
10.9799,-1.7298,8.248,3.2872
10.9898,-1.8735,8.5688,3.3662
10.9999,-2.1404,8.9507,3.2813
11.0098,-2.5379,9.2919,3.0849
11.0198,-2.9808,9.4595,2.9676
11.0299,-3.2813,9.7659,3.2226
11.0398,-3.3639,9.5517,3.7757
11.0499,-3.3639,9.7552,4.3287
11.0599,-3.2932,10.0808,4.8028
11.0699,-3.1196,10.3777,5.1092
11.0798,-2.9233,10.6075,5.047
11.0899,-2.7438,10.9475,5.1044
11.0998,-2.6432,11.3749,4.9835
11.1098,-2.5857,11.8154,4.883
11.1199,-2.575,12.2272,4.8351
11.1298,-2.6564,12.5324,4.774
11.1398,-3.0119,12.6761,4.5143
11.1498,-3.5698,12.615,4.1922
11.1599,-4.0223,12.3074,4.0223
11.1699,-4.3981,11.8298,3.8092
11.1799,-4.6603,11.3737,3.4393
11.1898,-4.7357,11.0337,2.9904
11.1999,-4.6112,10.72,2.3882
11.2099,-4.4508,10.4256,1.6532
11.2199,-4.3024,10.0868,1.0319
11.2299,-4.209,9.7504,0.7278
11.2399,-4.2617,9.487,0.6452
11.25,-4.476,9.317,0.6883
11.2599,-4.7872,9.2308,0.8224
11.2699,-5.0877,9.1937,1.0367
11.2799,-5.2649,9.1698,1.312
11.2899,-5.2948,9.1566,1.5598
11.2998,-5.2421,9.092,1.7538
11.3098,-5.1356,8.9579,1.8699
11.3199,-4.9356,8.5557,1.901
11.3299,-4.7142,8.1223,1.9525
11.3398,-4.6843,8.1475,2.0004
11.35,-4.5753,8.2995,1.968
11.3599,-4.2916,8.333,1.998
11.3699,-3.9121,8.2803,1.9632
11.3798,-3.4884,8.1618,1.8471
11.3899,-3.061,8.0098,1.7083
11.3998,-2.6456,7.8554,1.5718
11.4099,-2.2206,7.7081,1.4329
11.4199,-1.8771,7.5908,1.3252
11.4298,-1.5778,7.4831,1.2342
11.4399,-1.3767,7.4208,1.1708
11.4498,-1.2414,7.4136,1.1995
11.4598,-1.1827,7.4687,1.2629
11.4699,-1.1923,7.5705,1.3455
11.4798,-1.2282,7.6758,1.4305
11.4899,-1.3228,7.8207,1.5814
11.4998,-1.3815,7.9164,1.7298
11.5099,-1.4281,8.0002,1.8447
11.5198,-1.4605,8.0553,1.9453
11.5298,-1.4772,8.1032,2.0135
11.5399,-1.4832,8.1307,2.0913
11.5499,-1.5095,8.1499,2.1871
11.5599,-1.6065,8.2337,2.3104
11.5699,-1.6855,8.2648,2.4469
11.5799,-1.8411,8.424,2.5606
11.5899,-1.9704,8.5928,2.6564
11.5999,-2.1931,8.8238,2.7809
11.6099,-2.4409,9.0812,2.9772
11.6199,-2.5762,9.2859,3.073
11.6299,-2.6815,9.6319,3.0502
11.64,-2.6073,9.9084,2.9353
11.6499,-2.3212,10.0545,2.8192
11.6599,-1.8471,10.0916,2.9197
11.6699,-1.3779,10.0341,3.1232
11.6798,-1.0894,9.9479,3.3315
11.6899,-1.0187,9.8869,3.4405
11.6999,-1.1995,9.9144,3.5554
11.7099,-1.6604,10.0365,3.79
11.7199,-2.2326,10.2065,3.9552
11.7299,-2.7078,10.4555,3.9672
11.7399,-3.0502,10.6841,3.7577
11.7499,-3.2226,10.8433,3.4058
11.7599,-3.2142,10.9116,2.9341
11.7699,-3.2274,10.9056,2.3691
11.7799,-3.2489,10.7212,1.8004
11.7899,-3.2908,10.4734,1.3647
11.7999,-3.3243,10.2723,1.1349
11.8099,-3.3926,10.1526,1.0319
11.8199,-3.5422,10.1466,0.9732
11.8299,-3.7565,10.2843,1.0008
11.8399,-3.9684,10.562,1.0738
11.8499,-4.0977,10.8685,1.1528
11.8598,-4.0977,10.9092,1.2175
11.8699,-4.13,11.2216,1.2474
11.8798,-4.1001,11.4,1.2474
11.8899,-4.0091,11.4347,0.9433
11.8999,-3.893,11.394,1.2186
11.9099,-3.7469,11.3018,1.1995
11.9199,-3.5686,11.157,1.2055
11.9299,-3.3902,11.0073,1.2055
11.9399,-3.2166,10.8182,1.1911
11.9499,-3.0742,10.5728,1.1552
11.9599,-2.9329,10.2699,1.093
11.9699,-2.8048,9.8881,1.0319
11.9799,-2.7043,9.5086,0.9912
11.9898,-2.6228,9.1363,0.9613
11.9999,-2.6001,8.8071,0.9792
12.0099,-2.6061,8.5042,1.0439
12.0199,-2.6181,8.2289,1.1157
12.0298,-2.6372,7.9978,1.2091
12.0406,-2.6372,7.7788,1.3396
12.0499,-2.6468,7.5932,1.4796
12.0599,-2.7043,7.4579,1.6149
12.0699,-2.7402,7.3406,1.7214
12.0798,-2.7845,7.2592,1.7897
12.0899,-2.8144,7.2293,1.8124
12.0998,-2.7641,7.1862,1.834
12.1099,-2.6695,7.1982,1.8603
12.1199,-2.5654,7.2413,1.889
12.1299,-2.4517,7.2796,1.9405
12.1398,-2.3535,7.3191,1.9992
12.1498,-2.2733,7.343,2.0734
12.1599,-2.2122,7.3406,2.1835
12.1698,-2.1668,7.3406,2.3439
12.1799,-2.1332,7.3741,2.5438
12.1898,-2.0734,7.4532,2.7581
12.1999,-2.0039,7.586,2.9078
12.2098,-1.9501,7.7512,2.9832
12.2199,-1.9501,7.9404,3.0083
12.2299,-2.0387,8.1558,3.0155
12.2398,-2.1991,8.3809,2.9832
12.2499,-2.4864,8.6036,2.7892
12.2598,-2.9078,8.7257,2.6588
12.2699,-3.2609,8.7867,2.7928
12.2842,-3.3902,8.9268,3.2693
12.2903,-3.3998,9.2464,3.7721
12.3,-3.3196,9.6127,4.1994
12.3099,-3.1615,9.9671,4.4544
12.3199,-2.9161,10.4279,4.525
12.3299,-2.6564,11.0061,4.4185
12.3399,-2.5055,11.6119,4.2341
12.3502,-2.5151,12.1793,4.0235
12.3606,-2.8036,12.5384,3.6943
12.3742,-3.3495,12.6031,3.4441
12.3799,-3.9301,12.4307,3.3818
12.3899,-4.4652,12.0943,3.2956
12.3999,-5.0003,11.7244,3.0023
12.4099,-5.2828,11.4347,2.7737
12.4199,-5.1918,11.236,2.545
12.4299,-4.9225,11.0445,2.0171
12.44,-4.6663,10.805,1.2246
12.4511,-4.4137,10.5177,0.5674
12.4599,-4.2904,10.2292,0.1664
12.474,-4.3802,9.9838,0.0132
12.4801,-4.6591,9.821,0.0419
12.4905,-4.974,9.6953,0.2478
12.4999,-5.2074,9.6103,0.5399
12.51,-5.3163,9.5409,0.8631
12.5201,-5.29,9.4475,1.1552
12.5299,-5.1667,9.323,1.3647
12.5399,-4.9907,9.1255,1.4748
12.5499,-4.8207,8.7269,1.4449
12.5599,-4.6579,8.3797,1.4772
12.5702,-4.5358,8.3881,1.5826
12.5799,-4.397,8.5126,1.6161
12.5899,-4.1563,8.5162,1.5682
12.5999,-3.8762,8.4324,1.4509
12.6099,-3.5841,8.3246,1.2929
12.6199,-3.2777,8.1965,1.1301
12.6299,-2.9939,8.0709,0.9493
12.6399,-2.7497,7.9344,0.8045
12.6499,-2.569,7.8015,0.7338
12.6599,-2.4553,7.6962,0.7063
12.6699,-2.4325,7.6758,0.6991
12.6799,-2.46,7.6758,0.7877
12.6899,-2.5187,7.7632,0.9254
12.6998,-2.5187,7.9332,1.1145
12.7099,-2.5402,8.1918,1.421
12.7198,-2.5139,8.4874,1.3827
12.7299,-2.4708,8.7544,1.6771
12.7399,-2.4349,8.9328,1.8818
12.7498,-2.3727,9.0034,1.9944
12.7599,-2.2446,8.9507,2.0446
12.7699,-2.0997,8.8334,1.9716
12.7799,-1.9848,8.7221,1.7933
12.7899,-1.919,8.6766,1.6017
12.7999,-1.9261,8.685,1.4676
12.8099,-2.0494,8.7688,1.3084
12.8199,-2.2913,8.9615,1.1708
12.83,-2.6097,9.2213,0.9756
12.8398,-2.9197,9.4727,0.8104
12.8498,-3.1137,9.6546,0.8104
12.8599,-3.1472,9.7576,0.9816
12.8699,-3.1125,9.7959,1.2186
12.8799,-3.0335,9.839,1.3958
12.8898,-2.9736,9.9036,1.3862
12.8998,-2.9736,9.979,1.2689
12.9098,-3.0634,10.1119,1.1947
12.9199,-3.2106,10.2951,1.2234
12.9298,-3.3878,10.4854,1.3707
12.9398,-3.5638,10.6745,1.5921
12.9498,-3.7589,10.8421,1.7633
12.9599,-3.9277,10.9607,1.8507
12.9698,-4.0127,10.981,1.8794
12.9798,-3.9648,10.8757,1.8567
12.9901,-3.729,10.6231,1.8292
12.9999,-3.3914,10.2699,1.8148
13.0099,-3.0682,9.9647,1.804
13.0201,-2.8192,9.7648,1.8028
13.0299,-2.6492,9.6103,1.8148
13.0399,-2.5283,9.4499,1.8423
13.0499,-2.4349,9.3003,1.8316
13.0599,-2.3403,9.1578,1.7957
13.0699,-2.2422,8.9974,1.725
13.08,-2.1404,8.8047,1.6185
13.0898,-2.0662,8.5976,1.482
13.1,-2.0327,8.4036,1.342
13.1099,-2.0458,8.2277,1.2534
13.1199,-2.1009,8.0852,1.2378
13.1299,-2.1907,7.9966,1.2737
13.1399,-2.3391,8.0014,1.3659
13.1499,-2.5259,8.1535,1.4832
13.1599,-2.7426,8.3558,1.5898
13.1699,-2.9736,8.5629,1.6999
13.1799,-3.1975,8.74,1.7621
13.1898,-3.4046,8.9268,1.7837
13.1999,-3.5554,9.0644,1.7286
13.2098,-3.6871,9.1482,1.6161
13.2198,-3.7733,9.2273,1.5646
13.2298,-3.8978,9.3446,1.5646
13.2398,-4.0809,9.4379,1.5814
13.2498,-4.3239,9.4535,1.6197
13.2599,-4.5622,9.3589,1.7047
13.2698,-4.7417,9.2668,1.8064
13.2798,-4.8638,9.1794,1.8148
13.2898,-5.0171,9.1423,1.7573
13.2999,-5.138,9.0453,1.7238
13.3099,-5.1427,8.8609,1.7561
13.3198,-5.0601,8.6886,1.7107
13.3298,-4.9093,8.5377,1.6316
13.3399,-4.7106,8.3989,1.5574
13.3499,-4.5083,8.3749,1.4904
13.3599,-4.2976,8.6084,1.4964
13.3699,-4.0654,9.0178,1.5227
13.3799,-3.8379,9.4427,1.5383
13.3898,-3.626,9.8222,1.5251
13.3998,-3.3866,10.0856,1.5538
13.41,-3.1615,10.2197,1.6221
13.4198,-2.9425,10.3346,1.7346
13.4298,-2.7031,10.2951,1.7861
13.4398,-2.484,10.2065,1.7298
13.4498,-2.2769,10.0568,1.6484
13.4599,-2.0854,9.9144,1.5754
13.4699,-1.8878,9.7552,1.5083
13.4799,-1.7322,9.6355,1.506
13.49,-1.6472,9.5972,1.5359
13.4999,-1.585,9.5972,1.5921
13.5098,-1.5311,9.6486,1.6975
