Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg)
13.9999561,1.146823,-0.683545,10.196905,10.283935,7.459299,329.203644
14.0099707,1.116895,-0.893037,10.240001,10.339371,7.949990,321.355164
14.0199432,1.067814,-0.988805,10.286688,10.389125,8.052568,317.200043
14.0299873,0.951695,-0.978031,10.308235,10.398171,7.541190,314.218109
14.0400124,0.812831,-0.907402,10.340557,10.412070,6.719102,311.853302
14.0499678,0.681150,-0.774524,10.352529,10.403783,5.689649,311.329803
14.0599270,0.591368,-0.603339,10.240001,10.274792,4.716381,314.425903
14.0699863,0.577003,-0.464475,10.061633,10.088861,4.210404,321.166656
14.0799398,0.549469,-0.360327,9.822212,9.844166,3.827201,326.744202
14.0905762,0.475249,-0.217872,9.618706,9.632904,3.111246,335.371460
14.0999613,0.381875,-0.083797,9.540894,9.548901,2.346520,347.623413
14.1099539,0.326809,-0.015562,9.591172,9.596751,1.953745,357.273682
14.1199827,0.293290,-0.005986,9.679757,9.684201,1.735847,358.830872
14.1299438,0.270545,-0.013168,9.750386,9.754148,1.591147,357.213470
14.1399755,0.252588,-0.020351,9.769540,9.772826,1.485958,355.393707
14.1505375,0.250194,-0.023942,9.715671,9.718921,1.481737,354.533783
14.1600313,0.269348,0.001197,9.648633,9.652391,1.598999,0.254646
14.1699934,0.277727,0.041899,9.603143,9.607249,1.675263,8.579065
14.1799612,0.257377,0.081403,9.556456,9.560267,1.617978,17.551073
14.1899605,0.222661,0.131681,9.487024,9.490550,1.561851,30.599979
14.1999559,0.187945,0.198719,9.423578,9.427547,1.662481,46.596066
14.2099686,0.155623,0.294487,9.376891,9.382805,2.034324,62.145554
14.2199516,0.140061,0.374693,9.330204,9.338775,2.454873,69.504158
14.2299328,0.175974,0.398635,9.345766,9.355919,2.669465,66.181351
14.2399502,0.216675,0.377087,9.391256,9.401320,2.651366,60.118187
14.2499466,0.244209,0.350751,9.459491,9.469141,2.586945,55.152599
14.2599831,0.220267,0.348356,9.465476,9.474445,2.493321,57.694733
14.2699461,0.191536,0.373495,9.428367,9.437705,2.549063,62.850319
14.2799826,0.183156,0.413000,9.379285,9.390160,2.757757,66.083755
14.2899637,0.144849,0.463278,9.323022,9.335649,2.980386,72.637550
14.3000193,0.101754,0.535104,9.284714,9.300677,3.357422,79.233376
14.3099699,0.056264,0.603339,9.232041,9.251906,3.755306,84.672348
14.3199482,0.044293,0.673968,9.206903,9.231644,4.195727,86.239967
14.3299427,0.065841,0.673968,9.200917,9.225803,4.209334,84.420425
14.3399534,0.094571,0.703895,9.227253,9.254545,4.401352,82.347923
14.3499994,0.094571,0.690727,9.270349,9.296527,4.300791,82.203819
14.3599815,0.082600,0.702698,9.315839,9.342669,4.343252,83.295830
14.3699532,0.055067,0.721852,9.315839,9.343926,4.443648,85.637627
14.3799448,0.022745,0.737414,9.382876,9.411837,4.495883,88.233322
14.3899374,-0.051475,0.764947,9.460688,9.491702,4.633034,93.849777
14.3999720,-0.122104,0.817620,9.502586,9.538478,4.972008,98.493843
14.4099483,-0.152032,0.817620,9.498995,9.535330,5.003471,100.533524
14.4200411,-0.148441,0.796072,9.458294,9.492896,4.893528,100.562424
14.4300337,-0.138864,0.805649,9.418790,9.454203,4.960687,99.779556
14.4400587,-0.124498,0.805649,9.410410,9.445655,4.951120,98.784546
14.4501047,-0.125696,0.784101,9.405622,9.439085,4.826006,99.107338
14.4599476,-0.129287,0.773327,9.398438,9.431087,4.768838,99.491081
14.4700346,-0.114922,0.781707,9.384073,9.417277,4.812796,98.363358
14.4799805,-0.110133,0.775721,9.380483,9.413147,4.774545,98.080582
14.4899836,-0.111330,0.780510,9.390059,9.423100,4.799426,98.117798
14.4999390,-0.149638,0.785298,9.439140,9.472933,4.841002,100.788315
14.5099611,-0.186748,0.808043,9.482236,9.518435,4.998496,103.013214
14.5200186,-0.181959,0.815226,9.514558,9.551152,5.017119,102.582245
14.5300627,-0.131681,0.749385,9.524135,9.554479,4.567589,99.966202
14.5399456,-0.093374,0.699107,9.516952,9.543052,4.238545,97.607498
14.5499878,-0.100556,0.700304,9.544485,9.570670,4.239285,98.171234
14.5599432,-0.179565,0.738611,9.512163,9.542486,4.568875,103.664200
14.5699682,-0.244209,0.767342,9.485827,9.519946,4.852280,107.653816
14.5799437,-0.246603,0.799663,9.478644,9.515512,5.045235,107.138885
14.5899725,-0.231040,0.763750,9.479841,9.513364,4.811371,106.830978
14.5999622,-0.253785,0.730232,9.525331,9.556652,4.640005,109.164436
14.6099367,-0.292093,0.701501,9.619903,9.649868,4.516486,112.605980
14.6199894,-0.324414,0.711078,9.685743,9.717227,4.613460,114.523842
14.6299667,-0.317232,0.690727,9.749189,9.778775,4.458082,114.667999
14.6399584,-0.312443,0.681150,9.773131,9.801821,4.384812,114.640900
14.6499710,-0.288501,0.709881,9.828198,9.858025,4.458126,112.117218
14.6599655,-0.305261,0.729034,9.788693,9.820549,4.616134,112.719994
14.6700344,-0.307655,0.788889,9.782708,9.819285,4.946963,111.305031
14.6802149,-0.316035,0.824802,9.740809,9.780774,5.181264,110.965034
14.6899643,-0.328006,0.851139,9.715671,9.758395,5.363483,111.075302
14.7000694,-0.347159,0.866701,9.706094,9.750895,5.494440,111.828690
14.7100172,-0.367510,0.861913,9.727641,9.772664,5.501925,113.092865
14.7199926,-0.380678,0.876278,9.774328,9.820910,5.582652,113.481392
14.7300034,-0.391452,0.912191,9.792285,9.842468,5.788280,113.225807
14.7399960,-0.379481,0.860716,9.742006,9.787314,5.515194,113.792206
14.7499704,-0.330400,0.855927,9.712079,9.755320,5.396628,111.107285
14.7599401,-0.300472,0.883460,9.671378,9.716292,5.511213,108.783600
14.7699566,-0.289698,0.907402,9.651027,9.697918,5.636629,107.706268
14.7799406,-0.281319,0.937330,9.688137,9.737439,5.768097,106.705956
14.7899532,-0.286107,0.966060,9.753978,9.805877,5.897475,106.497108
14.8000097,-0.288501,0.993594,9.801862,9.856316,6.025517,106.191261
14.8099728,-0.280122,1.028310,9.807847,9.865584,6.201785,105.238182
14.8199434,-0.244209,1.033098,9.815030,9.872272,6.172983,103.299713
14.8299742,-0.243011,1.054646,9.774328,9.834064,6.318448,102.975616
14.8399391,-0.225055,1.079785,9.757569,9.819712,6.449291,101.773361
14.8499708,-0.202310,1.091756,9.731233,9.794374,6.509365,100.498222
14.8599539,-0.173580,1.102530,9.702502,9.766486,6.562081,98.947067
14.8699684,-0.147243,1.102530,9.676167,9.739889,6.557597,97.606865
14.8799477,-0.113725,1.096544,9.654618,9.717356,6.514213,95.921082
14.8899660,-0.082600,1.102530,9.658210,9.721287,6.530508,94.284515
14.8999462,-0.082600,1.080982,9.665392,9.726004,6.399909,94.369591
14.9099398,-0.086191,1.108515,9.666590,9.730323,6.561364,94.446014
14.9200001,-0.049081,1.148020,9.710882,9.778629,6.748315,92.448067
14.9299202,-0.044293,1.143231,9.677363,9.744758,6.742383,92.218727
14.9399729,-0.029928,1.156399,9.652225,9.721296,6.834146,91.482483
14.9499397,-0.027533,1.170765,9.622296,9.693298,6.939100,91.347198
14.9600296,-0.014365,1.198298,9.643845,9.718018,7.083493,90.686829
14.9699469,-0.015562,1.240196,9.685743,9.764832,7.297213,90.718925
14.9800005,-0.028730,1.264138,9.702502,9.784550,7.425128,91.301956
14.9899530,-0.038307,1.285686,9.664195,9.749416,7.581210,91.706635
14.9999418,-0.029928,1.303643,9.617508,9.705505,7.721335,91.315102
15.0099792,-0.025139,1.313220,9.575610,9.665272,7.810349,91.096687
15.0199661,-0.027533,1.323994,9.544485,9.635918,7.899235,91.191330
15.0299482,-0.037110,1.339556,9.548077,9.641657,7.989252,91.586876
15.0399342,-0.026336,1.331176,9.530120,9.622677,7.953224,91.133400
15.0499630,-0.023942,1.339556,9.483433,9.577602,8.041200,91.023941
15.0599346,-0.045490,1.385046,9.443929,9.545062,8.347956,91.881119
15.0699835,-0.062249,1.425747,9.471462,9.578373,8.568549,92.499992
15.0799446,-0.100556,1.467646,9.500193,9.613416,8.802255,93.919525
15.0899630,-0.131681,1.503559,9.521740,9.640620,9.007150,95.005173
15.0999260,-0.153229,1.525106,9.514558,9.637232,9.151650,95.737312
15.1099977,-0.148441,1.551443,9.525331,9.651992,9.292357,95.465370
15.1199341,-0.167594,1.580173,9.509769,9.641615,9.486180,96.054192
15.1300020,-0.203507,1.638831,9.479841,9.622607,9.881927,97.078651
15.1399460,-0.257377,1.710657,9.434352,9.591641,10.390499,98.556252
15.1499882,-0.312443,1.710657,9.392453,9.552075,10.489200,100.350708
15.1599560,-0.349553,1.784877,9.367314,9.542251,10.987989,101.080658
15.1699724,-0.349553,1.845930,9.331401,9.518649,11.383440,100.722816
15.1799536,-0.343568,1.886631,9.264363,9.460752,11.694671,100.320839
29.1100082,-5.946000,-5.021838,3.005920,8.343221,68.882423,220.183578
29.1199722,-5.889736,-5.048174,3.311181,8.434274,66.884476,220.600342
29.1299973,-5.882554,-5.024232,3.511097,8.495595,65.588676,220.500320
29.1400032,-5.954380,-4.914099,3.614048,8.524339,64.914635,219.532578
29.1499443,-6.054936,-4.800375,3.749320,8.588553,64.116135,218.407501
29.1599598,-6.180632,-4.657919,3.881001,8.657863,63.367695,217.002838
29.1699467,-6.347029,-4.517859,4.036624,8.774404,62.609962,215.443527
29.1799316,-6.519411,-4.395754,4.248511,8.937294,61.616634,213.990067
29.1899662,-6.726510,-4.307169,4.474763,9.155389,60.741066,212.632553
29.1999798,-7.037756,-4.244920,4.734534,9.484997,60.055538,211.096863
29.2099705,-7.386112,-4.120421,4.963180,9.806410,59.594543,209.155426
29.2199497,-7.699753,-4.012682,5.145139,10.092585,59.349892,207.526016
29.2299824,-7.939173,-3.961207,5.299565,10.334747,59.150085,206.516647
29.2399521,-8.078036,-3.975572,5.474342,10.536995,58.698906,206.203918
29.2500458,-8.105570,-4.052186,5.707777,10.709771,57.794979,206.561661
29.2599869,-8.101978,-4.092888,5.974730,10.866977,56.646286,206.801605
29.2699375,-8.124723,-4.231751,6.093243,11.002111,56.370186,207.512695
29.2799568,-8.092402,-4.301183,6.029797,10.970214,56.656876,207.991043
29.2899532,-8.136695,-4.399345,5.892130,10.967098,57.503017,208.399185
29.2999935,-8.267179,-4.625597,5.726931,11.069784,58.845474,209.227600
29.3099537,-8.462306,-4.932055,5.462371,11.214869,60.852142,210.234756
29.3199711,-8.592790,-4.971560,5.017050,11.123095,63.189056,210.052536
29.3299713,-8.592790,-5.349844,4.586093,11.112566,65.625793,211.906265
29.3399715,-8.706514,-5.731719,4.187459,11.233468,68.113670,213.357925
29.3500061,-8.851364,-5.977125,3.881001,11.363751,70.030212,214.030258
29.3599548,-8.847773,-6.161478,3.876213,11.457396,70.225731,214.852875
29.3699570,-8.580819,-6.574478,3.805584,11.460221,70.605598,217.458725
29.3799572,-8.249222,-6.930017,3.586514,11.355082,71.587799,220.032990
29.3899422,-7.931990,-7.182605,3.403358,11.228942,72.356827,222.161591
29.3999653,-7.595605,-7.305906,3.287239,11.039721,72.676605,223.886261
29.4099388,-7.320271,-7.356185,3.141193,10.842828,73.159866,225.140198
29.4200115,-7.125144,-7.293935,2.849100,10.587093,74.388641,225.670685
29.4299850,-6.975507,-7.083246,2.339135,10.212816,76.759491,225.439072
29.4399643,-6.794744,-6.842628,1.699883,9.791819,80.002663,225.201172
29.4500160,-6.573281,-6.667852,1.142034,9.432525,83.045906,225.409210
29.4599838,-6.311116,-6.591237,0.715866,9.153526,85.514511,226.243744
29.4699612,-6.173449,-6.552930,0.447716,9.014034,87.153023,226.707962
29.4799900,-6.199785,-6.531382,0.325611,9.011232,87.929230,226.491989
29.4899693,-6.356606,-6.511032,0.231040,9.102382,88.545540,225.687576
29.4999485,-6.546945,-6.472724,0.183156,9.208267,88.860291,224.673386
29.5099411,-6.573281,-6.507440,0.318429,9.255063,88.028297,224.711609
29.5199394,-6.738481,-6.531382,0.495600,9.397430,86.976944,224.105881
29.5299721,-6.985084,-6.421249,0.713472,9.514876,85.699646,222.591705
29.5399284,-7.138312,-6.336255,0.961272,9.593105,84.249054,221.593552
29.5499611,-7.125144,-6.338649,1.096544,9.599404,83.440758,221.656830
29.5599422,-7.000646,-6.372168,1.162385,9.537541,82.999695,222.309265
29.5699902,-6.841431,-6.403293,1.144428,9.440183,83.036934,223.105331
29.5799294,-6.706159,-6.442797,1.043872,9.357984,83.595390,223.852570
29.5899696,-6.658275,-6.446388,0.964863,9.317698,84.056274,224.073669
29.5999374,-6.721721,-6.414066,0.934936,9.337873,84.253746,223.658310
29.6099625,-6.864176,-6.308722,0.903811,9.366630,84.462761,222.585464
29.6200085,-6.888118,-6.228516,0.936133,9.333645,84.243752,222.121170
29.6299343,-6.915652,-6.121974,0.932542,9.283019,84.234528,221.516357
29.6399574,-6.932411,-6.003461,0.919373,9.216567,84.275093,220.892532
29.6499252,-6.849811,-5.878962,0.937330,9.075279,84.071701,220.638382
29.6599751,-6.730101,-5.756858,0.859518,8.898002,84.456764,220.543335
29.6699448,-6.596025,-5.670667,0.758962,8.731554,85.013458,220.685959
29.6799488,-6.442797,-5.619191,0.652420,8.573832,85.635895,221.093842
29.6899548,-6.291962,-5.614403,0.494403,8.447173,86.644630,221.742966
29.6999607,-6.159084,-5.632360,0.347159,8.353341,87.618141,222.442291
29.7099419,-6.032191,-5.658696,0.203507,8.273426,88.590515,223.170166
29.7199726,-5.929241,-5.685032,0.130484,8.215383,89.089943,223.795441
29.7300167,-5.904101,-5.731719,0.142455,8.229903,89.008194,224.151230
29.7399635,-5.951985,-5.797559,0.175974,8.310763,88.786720,224.246994
29.7500668,-6.020220,-5.893328,0.250194,8.428343,88.298935,224.389755
29.7599583,-6.063316,-6.036980,0.359130,8.563755,87.596535,224.875290
29.7699490,-6.107608,-6.205771,0.453701,8.718963,87.017204,225.456757
29.7802067,-6.150704,-6.356606,0.474052,8.857896,86.932213,225.943146
29.7900009,-6.212954,-6.489484,0.391452,8.992632,87.505112,226.247131
29.8000374,-6.274005,-6.602011,0.263362,9.111479,88.343666,226.459244
29.8099442,-6.359000,-6.676231,0.161609,9.221445,88.995819,226.394104
29.8199501,-6.532579,-6.689400,0.095768,9.350499,89.413162,225.679535
29.8299503,-6.852205,-6.561310,0.118513,9.487758,89.284294,223.757629
29.8399715,-7.235278,-6.335058,0.208296,9.619022,88.759186,221.204712
29.8499584,-7.645883,-6.047753,0.257377,9.751979,88.487663,218.343353
29.8600121,-7.981071,-5.729325,0.013168,9.824603,89.923203,215.673203
29.8699913,-8.198944,-5.491102,-0.341174,9.873768,91.980164,213.811523
29.8800297,-8.298303,-5.398925,-0.439336,9.909755,92.540970,213.048264
29.8899879,-8.479065,-5.373785,-0.232238,10.041217,91.325279,212.365341
29.9000111,-8.692149,-5.377377,0.152032,10.222170,89.147820,211.742905
29.9099712,-8.828619,-5.391742,0.517148,10.357743,87.138115,211.412903
29.9199524,-8.893262,-5.416882,0.677559,10.435123,86.277130,211.345581
29.9299889,-8.966286,-5.428853,0.665588,10.502844,86.366608,211.193817
29.9400024,-9.155427,-5.408502,0.444124,10.642884,87.608368,210.572159
29.9500389,-9.324219,-5.446809,0.138864,10.799447,89.263245,210.291641
29.9599457,-9.415198,-5.495890,-0.108936,10.902414,90.572502,210.273193
29.9700069,-9.467871,-5.542577,-0.099359,10.971354,90.518890,210.345093
29.9800014,-9.485827,-5.480328,-0.401029,10.962469,92.096458,210.016678
29.9899979,-9.301474,-5.389348,-0.821211,10.781321,94.368439,210.088348
30.0000057,-8.997410,-5.184644,-1.049857,10.437246,95.773010,209.952148
30.0099621,-8.670602,-5.140351,-0.922965,10.121977,95.231735,210.661514
30.0199814,-8.343793,-5.348647,-0.621295,9.930403,93.587051,212.661209
30.0300045,-8.107965,-5.730522,-0.445322,9.938626,92.568123,215.251785
30.0399876,-7.987057,-6.206968,-0.353145,10.121474,91.999489,217.851791
30.0500011,-7.949947,-6.715736,-0.196325,10.408713,91.080750,220.189529
30.0599480,-7.930793,-7.202956,-0.187945,10.715194,91.005020,222.246552
30.0699883,-7.796718,-7.574057,-0.310049,10.874340,91.633835,224.170074
30.0799580,-7.507020,-7.694964,-0.326809,10.755214,91.741264,225.708328
30.0899715,-7.138312,-7.651869,-0.154426,10.465679,90.845459,226.988663
30.1000080,-6.780379,-7.497443,-0.002394,10.108669,90.013573,227.875107
30.1099548,-6.476315,-7.232883,0.238223,9.711540,88.594398,228.158768
30.1199474,-7.001843,-9.021352,0.241814,11.422306,88.786934,232.183487
30.1299858,-7.663840,-11.581951,0.909797,13.917749,86.251930,236.507172
30.1399899,-7.592013,-13.114240,1.575385,15.234953,84.064667,239.932861
30.1499825,-7.052121,-12.891579,1.660379,14.787902,83.553261,241.319885
30.1599503,-6.132748,-13.140576,1.386243,14.567327,84.539406,244.981400
30.1700211,-5.784391,-12.971785,1.120486,14.247170,85.489243,245.966904
30.1800175,-5.802348,-12.656947,0.872687,13.950883,86.413567,245.371765
30.1900024,-5.287594,-12.297817,0.566229,13.398342,87.577896,246.734131
30.2000160,-5.164293,-11.724405,0.550666,12.823215,87.538795,246.227768
30.2100544,-4.784812,-11.176133,0.360327,12.162657,88.302322,246.822891
30.2200165,-4.238934,-10.627861,0.180762,11.443455,89.094910,248.255356
30.2300129,-3.665523,-10.125079,0.076614,10.768434,89.592354,250.098526
30.2399712,-3.100491,-9.692925,-0.017957,10.176746,90.101097,252.262009
30.2500286,-2.638410,-9.324219,-0.079009,9.690640,90.467140,254.200439
30.2599850,-2.209848,-9.017760,-0.119710,9.285352,90.738701,256.230713
30.2700138,-1.854309,-8.785523,-0.164003,8.980577,91.046394,258.081848
30.2800941,-1.572991,-8.579621,-0.214281,8.725257,91.407249,259.610748
30.2899704,-1.286883,-8.340201,-0.233435,8.442127,91.584496,261.228516
30.2999859,-0.976834,-8.049306,-0.256180,8.112408,91.809631,263.080627
30.3099899,-0.699107,-7.704541,-0.284910,7.741439,92.109146,264.815216
30.3200569,-0.457293,-7.328651,-0.262165,7.347583,92.044777,266.429504
30.3299713,-0.268151,-6.968324,-0.193930,6.976178,91.592964,267.796265
30.3399563,-0.146046,-6.670246,-0.143652,6.673391,91.233452,268.745697
30.3500366,-0.099359,-6.438008,-0.131681,6.440122,91.171608,269.115814
30.3599873,-0.094571,-6.281188,-0.117316,6.282996,91.069885,269.137421
30.3700714,-0.099359,-6.156690,-0.058658,6.157771,90.545799,269.075409
30.3800144,-0.123301,-6.046556,0.045490,6.047984,89.569046,268.831787
30.3900032,-0.185551,-5.961562,0.189142,5.967447,88.183670,268.217285
30.4000015,-0.335188,-5.922058,0.385466,5.944048,86.281807,266.760529
30.4100361,-0.560243,-5.912481,0.693121,5.979275,83.343269,264.587036
30.4200191,-0.835576,-5.906496,1.100136,6.065903,79.550789,261.947937
30.4299984,-1.145625,-5.917270,1.625663,6.242541,74.905205,259.042694
30.4399738,-1.501164,-5.955577,2.294842,6.556576,69.512306,255.852707
30.4500046,-1.895011,-6.076484,3.113659,7.085873,63.933250,252.679398
30.4599438,-2.303222,-6.362591,4.185065,7.956265,58.263828,250.100037
30.4699478,-2.732981,-6.762423,5.574899,9.180362,52.608101,247.994278
30.4800510,-3.114856,-7.371747,6.657078,10.409691,50.244881,247.094009
30.4899597,-3.655946,-8.295909,7.275979,11.624454,51.250248,246.217270
30.5000706,-4.295198,-9.410410,7.718906,12.906822,53.269737,245.466599
30.5100060,-4.771644,-10.545261,7.764396,13.937610,56.145737,245.653641
30.5200310,-4.880580,-11.274296,7.581240,14.436239,58.321430,246.592484
30.5299473,-4.826711,-11.294646,7.413646,14.346718,58.885597,246.860794
30.5399685,-4.738125,-10.764331,7.280767,13.832217,58.239952,246.242386
30.5499687,-4.570531,-9.982624,6.868965,12.950877,57.968460,245.399384
30.5599365,-4.247314,-9.203311,5.590461,11.575572,61.121532,245.226746
30.5699463,-3.782839,-8.655039,4.163517,10.322521,66.212669,246.391418
30.5799541,-3.169923,-8.398860,3.415329,9.604881,69.170845,249.322342
30.5899410,-2.413355,-8.714894,3.702633,9.771548,67.733215,254.521362
30.5999603,-1.663970,-9.634268,4.392163,10.718163,65.808548,260.200897
30.6099548,-0.653617,-10.787076,5.049371,11.928302,64.956253,266.532532
30.6199722,0.466869,-11.847707,4.860229,12.814364,67.710922,272.256622
30.6299820,0.961272,-12.231977,3.501520,12.759542,74.072334,274.493469
30.6399384,1.148020,-12.127829,2.691083,12.475740,77.543091,275.407501
30.6499767,1.186327,-11.779472,2.181118,12.038299,79.561409,275.750946
30.6599445,0.976834,-11.241974,1.678335,11.408462,81.540329,274.966064
30.6699944,0.705092,-10.737994,1.102530,10.817451,84.150177,273.756836
30.6799850,0.524330,-10.247183,0.483629,10.271980,87.301384,272.929169
30.6899567,0.514753,-9.747993,0.161609,9.762912,89.051521,273.022766
30.7000256,0.505177,-9.041702,0.039504,9.055890,89.750061,273.197906
30.7099552,0.519542,-8.299500,-0.087388,8.316205,90.602089,273.582001
30.7199631,0.506374,-7.508216,-0.330400,7.532522,92.513977,273.858337
30.7299595,0.497994,-6.768408,-0.663194,6.819030,95.581200,274.208038
30.7399406,0.525527,-6.224925,-1.018733,6.329588,99.261909,274.825653
30.7499619,0.466869,-7.293935,-1.466449,7.454524,101.345177,273.662384
30.7599487,0.526724,-8.349778,-1.570596,8.512521,100.632233,273.609589
30.7699776,0.802058,-9.324219,-2.068590,9.584540,102.463974,274.916412
30.7799416,0.690727,-10.050858,-2.361880,10.347721,103.194138,273.931366
30.7899590,0.671574,-10.817003,-2.345121,11.088650,102.209587,273.552643
30.7999401,0.596156,-11.340137,-2.325967,11.591558,101.575577,273.009308
30.8099594,0.571017,-11.095928,-2.363077,11.359129,102.007126,272.945953
30.8199558,0.567426,-10.694899,-2.509123,10.999933,103.185440,273.037018
30.8299427,0.460884,-10.834960,-2.246958,11.075089,101.705658,272.435699
30.8399620,0.307655,-10.857705,-2.252944,11.093248,101.717796,271.623047
30.8499374,0.154426,-10.765528,-2.127248,10.974771,101.176430,270.821808
30.8599854,-0.198719,-10.534488,-1.999158,10.724344,100.743530,268.919312
30.8699398,-0.733823,-9.964667,-1.788469,10.150454,100.148262,265.788208
30.8799725,-1.036689,-9.703699,-1.179144,9.829897,96.889503,263.901978
30.8899498,-1.268927,-9.497798,-0.410606,9.590982,92.453674,262.390228
30.8999901,-1.471237,-9.355343,0.293290,9.474861,88.226151,261.062775
30.9099865,-1.661576,-9.269152,0.782904,9.449389,85.247459,259.837158
30.9199619,-1.821988,-9.244013,1.084573,9.484076,83.433441,258.849976
30.9299450,-1.962048,-9.227253,1.176750,9.506660,82.889595,257.995636
30.9399548,-2.032677,-9.129091,1.073799,9.414092,83.450417,257.447327
30.9499607,-2.005144,-9.017760,0.730232,9.266814,85.480370,257.463959
30.9599419,-1.939303,-8.962694,0.260968,9.173816,88.369881,257.790833
30.9699841,-1.884237,-8.963891,-0.214281,9.162292,91.340111,258.129089
30.9799366,-1.826776,-8.963891,-0.599748,9.167778,93.750916,258.481262
30.9899426,-1.826776,-9.008183,-0.776918,9.224320,94.831459,258.536407
30.9999866,-1.745373,-9.053674,-0.727837,9.249059,94.513451,259.088348
31.0099640,-1.638831,-9.118318,-0.421380,9.273998,92.604225,259.811035
31.0199776,-1.493982,-9.227253,-0.433351,9.357455,92.654358,260.803070
31.0299931,-1.306037,-9.351752,0.003591,9.442512,89.978210,262.049683
31.0400639,-1.144428,-9.489418,0.391452,9.566191,87.654778,263.123322
31.0499496,-0.984017,-9.637859,0.621295,9.707865,86.330612,264.170349
31.0599785,-0.859518,-9.786300,0.512359,9.837324,87.014503,264.980652
31.0699940,-0.739808,-9.921572,0.164003,9.950467,89.055611,265.735596
31.0800457,-0.642843,-10.080787,-0.238223,10.104072,91.350983,266.351227
31.0899906,-0.622492,-10.237606,-0.441730,10.266022,92.466103,266.520447
31.0999374,-0.697910,-10.430340,-0.270545,10.457163,91.482506,266.171967
31.1100140,-0.824802,-10.582372,-0.009577,10.614470,90.051697,265.543304
31.1199589,-0.975637,-10.637438,0.134075,10.682927,89.280891,264.759644
31.1299706,-1.189918,-10.629059,0.073023,10.695706,89.608818,263.612366
31.1399345,-1.465251,-10.547656,-0.043096,10.649032,90.231873,262.091248
31.1499386,-1.787272,-10.399215,-0.126893,10.552445,90.688995,260.248077
31.1599655,-2.086547,-10.208876,-0.125696,10.420682,90.691124,258.448669
31.1699524,-2.304419,-10.061633,-0.014365,10.322162,90.079735,257.100006
31.1800232,-2.428918,-10.059238,0.128090,10.349122,89.290840,256.425110
31.1899395,-2.491167,-10.199299,0.204704,10.501120,88.883034,256.274323
31.1999493,-2.516306,-10.443508,0.312443,10.746920,88.334015,256.453094
31.2099476,-2.576161,-10.709264,0.499191,11.026066,87.405121,256.474243
31.2199917,-2.721010,-10.904391,0.666785,11.258519,86.604675,255.988922
31.2299442,-2.846706,-10.971429,0.726640,11.357992,86.331932,255.454483
31.2399616,-2.920926,-10.860099,0.590171,11.261521,86.995987,254.946014
31.2500496,-2.987964,-10.594342,0.404620,11.015068,87.894859,254.249756
31.2599850,-2.983175,-10.235212,0.281319,10.664804,88.488464,253.750610
31.2699585,-2.900575,-9.889250,0.307655,10.310444,88.290085,253.653275
31.2799416,-2.698265,-9.643845,0.427365,10.023324,87.556335,254.368835
31.2899570,-2.501941,-9.672575,0.505177,10.003680,87.105385,255.497543
31.2999363,-2.394202,-9.941922,0.507571,10.238733,87.158478,256.459930
31.3099823,-2.270900,-10.358514,0.424971,10.613029,87.705132,257.634644
31.3199539,-2.096124,-10.837354,0.296881,11.042196,88.459358,259.053223
31.3300095,-1.898602,-11.377247,0.262165,11.537554,88.697968,260.525940
31.3399448,-1.648408,-12.067974,0.221464,12.182048,88.958336,262.221893
31.3499699,-1.364695,-12.850878,0.209493,12.924834,89.071281,263.938202
31.3599377,-0.997185,-13.588292,0.286107,13.627836,88.797028,265.802826
31.3699284,-0.632069,-14.059950,0.453701,14.081461,88.153625,267.425995
31.3799419,-0.290895,-14.194025,0.617704,14.210438,87.508659,268.825928
31.3899441,-0.041899,-14.015656,0.695516,14.032966,87.159088,269.828705
31.3999767,0.161609,-13.609839,0.651223,13.626369,87.260712,270.680328
31.4099312,0.300472,-13.036428,0.469264,13.048332,87.939003,271.320343
31.4199638,0.371101,-12.382812,0.171185,12.389553,89.208321,271.716583
31.4299412,0.369904,-11.727997,-0.081403,11.734111,90.397484,271.806519
31.4399834,0.304064,-11.119870,-0.132878,11.124820,90.684372,271.566315
31.4499397,0.156820,-10.619482,0.104148,10.621151,89.438164,270.846039
31.4599380,-0.081403,-10.186131,0.271742,10.190081,88.471893,269.542114
31.4699459,-0.367510,-9.896433,0.219069,9.905677,88.732773,267.873260
31.4799538,-0.635661,-9.691729,0.153229,9.713760,89.096153,266.247467
31.4899960,-0.872687,-9.538500,0.074220,9.578626,89.556038,264.772522
31.4999657,-1.025915,-9.393650,-0.068235,9.449753,90.413727,263.767212
31.5099525,-1.077391,-9.217676,-0.253785,9.283896,91.566437,263.333344
31.5199242,-1.025915,-8.996213,-0.377087,9.062370,92.384773,263.494171
31.5301075,-0.909797,-8.732851,-0.411803,8.789766,92.685303,264.052338
31.5400867,-0.738611,-8.446744,-0.397437,8.488285,92.683678,265.002594
31.5500336,-0.496797,-8.178593,-0.306458,8.199397,92.141968,266.523926
31.5599728,-0.229843,-7.890092,-0.362722,7.901769,92.631020,268.331421
31.5699520,0.079009,-7.565677,-0.463278,7.580260,93.503891,270.598328
31.5799828,0.426168,-7.249643,-0.521936,7.280890,94.110817,273.364227
31.5899773,0.797269,-6.959944,-0.541090,7.026325,94.416656,276.534821
31.6000614,1.132457,-6.708553,-0.492008,6.821233,94.136276,279.581665
